Nom de l'offre touristique;Type d'offre;Type lieu de visite;Adresse1;Adresse1Suite;Adresse partie 2;Adresse partie 3;Code postal;Bureau distributeur de l'adresse postale;Commune du lieu de visite;Cedex;Code Insee de la Commune;Latitude;Longitude;Situation de l'offre;Emplacement de l'offre;N° de téléphone mobile;N° de téléphone fixe;N° de fax;Adresse e-Mail;Url du site web;Url pour accéder à la vidéo;Présence sur plateforme(s) communautaire(s);Code Embed pour intégrer une vidéo;Widget tripadvisor;Equipements présents sur le site;Services proposés sur l'équipement de loisir;Point d'intérêt visible sans visite: oui / non;Thème du musée ou centre d'interprétation;Thème du musée ou centre d'interprétation;Type du parc ou jardin;Catégorie du parc ou jardin;Style architectural du parc ou jardin;Thème du parc et jardin;Catégorie du site ou monument;Style architectural du site ou monument;Thème du site et monument historique;Animal accepté: oui / non;Complément information animal accepté;Label tourisme handicap;Catégorie de la ville ou du village fleuri;Labels;Langues parlées à l'accueil;Groupe accepté: oui / non;Nombre personnes max pour les groupes;Nombre personnes min pour les groupes;Activité sur place;Durée de visite pour les individuels;Durée de visite pour les groupes;Visites guidées proposées aux groupes en permanence: oui / non;Visites guidées proposées aux groupes sur demande: oui / non;Visites libres proposées aux groupes en permanence: oui / non;Visites pédagogiques proposées aux groupes en permanence: oui / non;Visites guidées proposées aux individuels en permanence: oui / non;Visites guidées proposées aux individuels sur demande: oui / non;Langues des audio guides;Langues des panneaux d'information;Langues parlées;Visites libres proposées aux individuels en permanence: oui / non;Les offres proposées;Ouvert toute l'année: oui / non;Période/horaires par jour/précisions ouverture/précision fermeture;Moyen(s) de réservation directe;Moyen(s) de réservation en ligne;Centrale de réservation en ligne?;Tarif gratuit : oui / non;Tarif(s) de l'année en cours proposé(s);Mode(s) de paiement accepté(s);localisation;departement
EGLISE NOTRE DAME;Site et monument historiques;Patrimoine culturel;;rue de l'église;;;44130;;LE GAVRE;;44062;47.5199928;-1.7469807;;;;;;;;;;;;;;;;;;;;;;;Eglise;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;47.5199928,-1.7469807;Loire-Atlantique
PING-PONG PARK - LAURENT PERBOS;Site et monument historiques;Patrimoine culturel;;Square Mabon/Quai François Mitterand;18 Quai François Mitterrand;;44200;;NANTES;;44109;47.2080331;-1.5597608;;;;;;;http://www.levoyageanantes.fr/;;;;;;Espace jeux;oui;;;;;;;;;Installation contemporaine;;;;;;;;;;;;;;;;;;;;;;;;oui;;;;;oui;;;47.2080331,-1.5597608;Loire-Atlantique
LE JARDIN DE LA PERRINE;Parc et jardin;Patrimoine culturel;10 allée Adrien Bruneau;;;;53000;;LAVAL;;53130;48.0660081;-0.7703899;;;;;;;;;;;;Aire de pique nique;Espace jeux;;;;;;A l'anglaise;Jardin botanique;;;;;;;;;;;;;;;;;;;;;;;;;;;oui;;;;;;;;48.0660081,-0.7703899;Mayenne
EGLISE SAINT-PIERRE DE PARNÉ-SUR-ROC;Site et monument historiques;Patrimoine culturel;Grande Rue;;;;53260;;PARNE-SUR-ROC;;53175;48.0057572;-0.6688878;;;;02.43.98.01.57;;;;;;;;;;;;;;;;;Classé ou inscrit;"Gothique ; Renaissance ; Roman";Eglise;;;;;;;;;;;;;oui;;;;;;;;;oui;;oui;;;;;;;;48.0057572,-0.6688878;Mayenne
CHÂTEAU DE LA LANFRIÈRE;Parc et jardin;Patrimoine culturel;La Lanfrière;;;;53320;;MONTJEAN;;53158;48.013008;-0.957562;;;;06.23.55.77.79;;lanfriere@wanadoo.fr;;;;;;;;;;;;;"A la française;A l'anglaise";;;XIXe siècle;Château;;;;;;;;;;;;;;;;;;;;;;;;oui;;;;;;;;48.013008,-0.957562;Mayenne
JARDIN DU GRAND SABLON;Parc et jardin;Patrimoine culturel;Le Sablon;;;;72400;;SAINT-AUBIN-DES-COUDRAIS;;72267;48.172491;0.589959;;;;02 43 93 38 03;;;;;;;;;;non;;;;;;Jardin botanique;;;;;;;;;Français;;;;;;;;;;;;;;;;;;non;;;;;;;;48.172491,0.589959;Sarthe
MUSÉE DE LA POUPÉE;Musée et centre d'interprétation;Patrimoine culturel;Les Muriers;;;;72390;;DOLLON;;72118;48.0173507;0.59961718;;;;02 43 35 91 45;;;;;;;;;;;;Musée pour enfants;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;||||Sur rendez-vous||||||||||||||||||||||||||||||||||||||||||||||||||||||||||;;;;;;;48.0173507,0.59961718;Sarthe
MUSÉE COMPAGNONNIQUE;Musée et centre d'interprétation;Patrimoine culturel;Manoir de la Hautière;;14 Rue C. Guillon Verne;;44100;;NANTES;;44109;47.2026904;-1.5826774;;;;;;unioncompagnonnique@orange.fr;http://musee.compagnonnique.free.fr/;;;;;;;;;Maison d'artisanat;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;||http://www.nantes-tourisme.com/book/105141||||||;oui;oui;;;47.2026904,-1.5826774;Loire-Atlantique
EGLISE ST PIERRE;Site et monument historiques;Patrimoine culturel;Place Baïardi;;;;72500;;JUPILLES;;72153;47.792267;0.412685;;;;02 43 44 11 15;;;;;;;;;;;;;;;;;;;Eglise;;;;;;;;;;;;;;;;;;;;;;;;oui;;;;;;;;47.792267,0.412685;Sarthe
BASILIQUE NOTRE-DAME D'AVESNIÈRES;Site et monument historiques;Patrimoine culturel;Place d'Avesnières;;;;53000;;LAVAL;;53130;48.0597592;-0.7632123;;;;02.43.53.22.15;;;;;;;;;;;;;;;;;Classé ou inscrit;"Baroque ; Renaissance ; Roman ; XIXe siècle";Basilique;;;;;;;;;;;;;oui;;;;;;;;;oui;;oui;;;;;;;;48.0597592,-0.7632123;Mayenne
EGLISE NOTRE-DAME DES CORDELIERS;Site et monument historiques;Patrimoine culturel;Place Notre-Dame;;;;53000;;LAVAL;;53130;48.0706145;-0.778179;;;;02.43.53.22.15;;nddescordeliers@gmail.com;;;;;;;;;;;;;;;Classé ou inscrit;"Baroque ; Gothique ; XIXe siècle";Eglise;;;;;;;;;;;;;;;;;oui;;;;;oui;;oui;;;;;;;;48.0706145,-0.778179;Mayenne
CHAPELLE DES HAIES;Site et monument historiques;Patrimoine culturel;Rue de Bretagne;;La Tannière;;53220;;SAINT-BERTHEVIN-LA-TANNIERE;;53202;48.4078306;-0.9866807;;A l'abri;;;;;http://www.saintberthevinlatanniere.mairie53.fr/;;;;;;;;;;;;;;Non Classé;;"Chapelle;Petit patrimoine";non;;;;;;;;;;;;;;oui;;;;;;;oui;;;;;;;oui;;;48.4078306,-0.9866807;Mayenne
EGLISE SAINT-VÉNÉRAND;Site et monument historiques;Patrimoine culturel;Rue du Pont-de-Mayenne;;;;53000;;LAVAL;;53130;48.0689189;-0.7666348;;;;02.43.53.05.16;;;;;;;;;;;;;;;;;Classé ou inscrit;"Baroque ; Gothique ; Renaissance";Eglise;;;;;;;;;;;;;;;;;oui;;;;;oui;;oui;;;;;;;;48.0689189,-0.7666348;Mayenne
PIACÉ LE RADIEUX - BÉZARD-LE CORBUSIER;Musée et centre d'interprétation;Patrimoine culturel;;Moulin de Blaireau;Rue de l'Église;;72170;;PIACE;;72235;48.2577014;0.11310081;;;06 81 30 45 48;02 43 33 47 97;;contact@piaceleradieux.com;https://piaceleradieux.com/;;Facebook||https://www.facebook.com/Piac%C3%A9-Le-Radieux-B%C3%A9zard-Le-Corbusier-392170900990423;;;;;oui;;Art moderne / contemporain;;;;;;;;;;;;;;;;;"Animation thématique spécifique ; Expositions temporaires";;;oui;;oui;oui;oui;;;;;oui;;oui;;;;;oui;"Tarif indiv. adulte||5,00||||Visite de l'exposition « La Ferme radieuse et le village coopératif ». Le parcours d'art contemporain est en accès libre.;Tarif indiv. réduit||3,00||||Visite de l'exposition « La Ferme radieuse et le village coopératif ». Le parcours d'art contemporain est en accès libre.";;48.2577014,0.11310081;Sarthe
HAB GALERIE;Musée et centre d'interprétation;Patrimoine culturel;;;21 Quai des Antilles;;44000;;NANTES;;44109;47.2007854;-1.5734209;;;;;;;http://www.levoyageanantes.fr/;;;;;;Boutique;oui;;Galerie d'art;;;;;;;;;;;;;;;;;Expositions temporaires;;;;;;;;;;;;;;oui;;;;;oui;;;47.2007854,-1.5734209;Loire-Atlantique
MOULIN DE PRIGNES;Site et monument historiques;Patrimoine culturel;;;Lieu dit Prignes;;49140;;SEICHES-SUR-LE-LOIR;;49333;47.6242409;-0.3565016;;;;;;assoseiches@wanadoo.fr;;;;;;;;oui;;;;;;;Non Classé;;"Moulin;Petit patrimoine";non;;;;;;non;;;;;;;;non;;;;;;;non;;non;;;;;non;;;47.6242409,-0.3565016;Maine-et-Loire
MANOIR DE LA JUISSELERIE;Site et monument historiques;Patrimoine culturel;;;Manoir de la Juisselerie;Lignières la Carelle;72610;;VILLENEUVE-EN-PERSEIGNE;;72137;48.432747;0.18292999;;"En extérieur ombragé ; En extérieur soleil";06 58 22 44 72;02 33 26 53 40;02 33 29 61 39;jean_bernard.sicard@bbox.fr;;;;;;;;;;;;;;;;;Château;non;;;;;;non;;;;;;;;;;;;;Français;Français;oui;;non;||||Visite libre des extérieurs sur demande, les dimanches 14h à 18h||||||||||||||||||||||||||||||||||||||||||||||||||||||||14:00||18:00;||||06 58 22 44 72;;;oui;;;48.432747,0.18292999;Sarthe
ESPACE ALAIN GERBAULT;Musée et centre d'interprétation;Patrimoine culturel;Jardin de la Perrine;;10 Allee Adrien Bruneau;;53000;;LAVAL;;53130;48.065981;-0.770446;;;;02 53 74 12 20;;;;;;;;;Boutique;;;Maritime;;;;;;;;non;;;;;;non;;;"Atelier pour enfants ; Expositions temporaires";45 mn;45 mn;;oui;oui;oui;non;non;;Français;Français;oui;;non;18/06/2022||18/09/2022||||Le lundi et le dimanche matin||10:00||12:00||14:00||||10:00||12:00||14:00||||10:00||12:00||14:00||||10:00||12:00||14:00||||10:00||12:00||14:00||||10:00||12:00||14:00||||||||14:00||18:00;;;;oui;;;48.065981,-0.770446;Mayenne
HAUT FOURNEAU DE CORDÉ;Site et monument historiques;Patrimoine culturel;;;;Cordé;72140;;MONT-SAINT-JEAN;;72211;48.2511364;-0.0679417;;;;;;;;;;;;Aire de pique nique;;oui;;;;;;;Non Classé;Classique;Site industriel;oui;;;;;;non;15;5;;;;non;non;oui;non;non;non;;;Français;oui;;non;;;;;oui;;;48.2511364,-0.0679417;Sarthe
EGLISE SAINT REMY;Site et monument historiques;Patrimoine culturel;;;;;72140;;SAINT-REMY-DE-SILLE;;72315;48.186383;-0.0931136;;;;02 43 20 13 82;02 43 20 84 96;mairie.saintremydesille@wanadoo.fr;;;;;;;;;;;;;;;Classé ou inscrit;Roman;Eglise;non;;;;;;oui;;;;;;non;;oui;;non;;;;;oui;;oui;;HORPIN||02.43.20.13.82||mairie.saintremydesille@wanadoo.fr;||||||02.43.20.13.82||mairie.saintremydesille@wanadoo.fr;non;oui;;;48.186383,-0.0931136;Sarthe
VILLAGE FLEURI DE SAINT-LOUP-DU-GAST;Site et monument historiques;Patrimoine culturel;;;;;53300;;SAINT-LOUP-DU-GAST;;53234;48.385137;-0.5866379;;En extérieur soleil;06 26 10 60 17;02 43 00 80 61;;mairie-de-st-loup-du-gast@wanadoo.fr;http://www.st-loup-du-gast.mairie53.fr/;;;;;"Aire de pique nique;Bar / Salon de thé";Espace jeux;oui;;;;;;;;;Pays - Ville - village et quartier;oui;;;4 fleurs;Ville et village fleuris;Français;oui;;;;1 h;1 h;oui;non;oui;non;non;non;;Français;Français;oui;;oui;;;;;oui;;;48.385137,-0.5866379;Mayenne
JARDIN DE LA MOISONNAIS;Parc et jardin;Patrimoine culturel;;;1 La Moisonnais;;44750;;CAMPBON;;44025;47.435919;-1.992541;;En extérieur ombragé;;;;;;;;;;;;non;;;;;;Jardin d'agrément;;;;non;;;;;;oui;;;;1h30;2h;oui;oui;non;;oui;oui;;;Français;oui;;non;;;;;non;;;47.435919,-1.992541;Loire-Atlantique
MUSÉE PINCÉ;Musée et centre d'interprétation;Patrimoine culturel;;;32 bis rue Lenepveu;;49100;;ANGERS;;49007;47.47189;-0.55179;;;;02 41 05 38 00;;musees@ville.angers.fr;http://www.musees.angers.fr;;;;;;;;;;;;;;;;;;;;;;Français;oui;;;;;;oui;;;;;;;;;oui;;;"13/11/2021||19/12/2021||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||;21/12/2021||02/01/2022||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||;19/02/2022||06/07/2022||||||||||||||||||||||||||||||||||||||||||||||10:00||18:00||||||10:00||18:00||||;07/07/2022||31/08/2022||||||||||||||10:00||18:00||||||10:00||18:00||||||10:00||18:00||||||10:00||18:00||||||10:00||18:00||||||10:00||18:00||||;01/09/2022||31/12/2022||||||||||||||||||||||||||||||||||||||||||||||10:00||18:00||||||10:00||18:00||||";;;;;;"Cartes bancaires;Chèques bancaires et postaux;Espèces";47.47189,-0.55179;Maine-et-Loire
LE RU - REPAIRE URBAIN;;Patrimoine culturel;;;35 boulevard du Roi René;Jardin des Beaux-arts;49100;;ANGERS;;49007;47.46855;-0.55536;;;;02 41 05 59 65;;angers.patrimoines@ville.angers.fr;http://www.angers.fr/vivre-a-angers/culture/patrimoine/angers-patrimoines/index.html;;;;;;;;;;;;;;;;;;;;;;Français;oui;;;;;;oui;;;;;;;;;oui;;;"01/01/2022||30/04/2022||||||||||||||12:30||18:00||||||12:30||18:00||||||12:30||18:00||||||12:30||18:00||||||12:30||18:00||||||||||||;01/05/2022||30/09/2022||||||||||||||13:00||18:30||||||13:00||18:30||||||13:00||18:30||||||13:00||18:30||||||13:00||18:30||||||||||||;01/10/2022||31/12/2022||||||||||||||13:00||18:00||||||13:00||18:00||||||13:00||18:00||||||13:00||18:00||||||13:00||18:00||||||||||||";;;;;;;47.46855,-0.55536;Maine-et-Loire
LA POMMERAYE;Site et monument historiques;Patrimoine culturel;;;4 rue de la Loire;LA POMMERAYE;49620;;MAUGES-SUR-LOIRE;;49244;47.3558877;-0.8592631;;;;02 41 77 78 11;;;http://www.lapommeraye.fr/;;Facebook||https://fr-fr.facebook.com/uneautreloire/;;;"Aire de pique nique;Bar / Salon de thé;Cafétéria / Restaurant;Salle de réunion équipée";"Bibliothèque;Boutique;Espace jeux";;;;;;;;;;Pays - Ville - village et quartier;oui;Les monuments historiques de la commune sont inaccessibles aux animaux (sauf chiens guides d'aveugles).;;2 fleurs;Ville et village fleuris;Anglais;oui;;;;;;non;oui;oui;non;non;oui;;Français;Français;oui;"Partenariat||LOIPDL049V5000V2 ; Partenariat||PCUPDL049V5000T9 ; Partenariat||LOIPDL049V501XI5";oui;;;;;;;;47.3558877,-0.8592631;Maine-et-Loire
MUSÉUM DES SCIENCES NATURELLES;Musée et centre d'interprétation;Patrimoine culturel;;;43  rue Jules Guitton;;49100;;ANGERS;;49007;47.47352;-0.54637;;;;02 41 05 48 50;;museum.angers@ville.angers.fr;http://www.musees.angers.fr;;Twitter||https://twitter.com/Museum_Angers;;;;;;;;;;;;;;;;;;;Musée de France;Français;oui;;;;1 h;1 h;oui;;oui;oui;;;;;Français;oui;;;"19/05/2021||31/12/2021||||||||||||||10:00||18:00||||||10:00||18:00||||||10:00||18:00||||||10:00||18:00||||||10:00||18:00||||||10:00||18:00||||;02/01/2022||06/03/2022||||||||||||||10:00||18:00||||||10:00||18:00||||||10:00||18:00||||||10:00||18:00||||||10:00||18:00||||||10:00||18:00||||;09/03/2022||31/12/2022||||||||||||||10:00||18:00||||||10:00||18:00||||||10:00||18:00||||||10:00||18:00||||||10:00||18:00||||||10:00||18:00||||";;;;;Tarif indiv. adulte||4,00||||;"Cartes bancaires;Chèques bancaires et postaux;Espèces";47.47352,-0.54637;Maine-et-Loire
LA GARE DU PETIT ANJOU;Musée et centre d'interprétation;Patrimoine culturel;;;9 Route de Bouchemaine;Ancienne gare;49070;;SAINT-LEGER-DE-LINIERES;;49298;47.45589;-0.65718;;;;02 41 39 75 51;;contact@petit-anjou.fr;http://www.petit-anjou.fr;;Facebook||https://www.facebook.com/petitanjou/;;;;;;;Transports;;;;;;;;oui;;;;;Français;oui;;;;;;oui;;;;;;;;Français;;;;03/07/2022||18/09/2022||||||||||||||||||||||10:00||18:00||||||||||||||||||||||||||||||10:00||18:00||||;;;;;;"Cartes bancaires;Chèques bancaires et postaux;Chèques Vacances;Espèces";47.45589,-0.65718;Maine-et-Loire
JARDIN DE LA GRILLE;Parc et jardin;Patrimoine culturel;;;Le Clos Barreaux;rue Saint-Pierre;49430;;DURTAL;;49127;47.6699227;-0.251917;;;;;;lejardindelagrille@gmail.com;https://www.jardindelagrille.com;;"Instagram||https://www.instagram.com/jardindelagrille/;Facebook||https://www.facebook.com/jardindelagrille/";;;;;;;;;;;Jardin d'agrément;;;;oui;Tenus en laisse;;;;Français;oui;;;;;;;oui;;;;oui;;;Français;;;oui;;;;;oui;;;47.6699227,-0.251917;Maine-et-Loire
EGLISE SAINT EUTROPE;Site et monument historiques;Patrimoine culturel;;;Montpollin;Montpollin;49150;;BAUGE-EN-ANJOU;;49018;47.585192;-0.103899;;;;02 41 89 27 76;;;;;;;;;;oui;;;;;;;;;Eglise;non;;;;;;oui;;;;;;non;non;oui;non;non;;;;Français;oui;;;;;;;oui;;;47.585192,-0.103899;Maine-et-Loire
BRIOLLAY, UNE FENÊTRE OUVERTE SUR LA NATURE;Site et monument historiques;Patrimoine culturel;;;Place O'Kelly;;49125;;BRIOLLAY;;49048;47.56385;-0.50838;;;;02 41 42 16 84;;bali@briollay.fr;http://www.briollay.fr;;"Twitter||https://twitter.com/briollay;Facebook||https://www.facebook.com/briollay/";;;"Aire de pique nique;Bar / Salon de thé";;;;;;;;;;;Pays - Ville - village et quartier;;;;;;;oui;;;;;;;;oui;;;;;;;oui;;;01/01/2021||31/12/2021||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||;;;;;;;47.56385,-0.50838;Maine-et-Loire
PARC DE PIGNEROLLE;;Patrimoine culturel;;;Route de Beaufort en Vallée;;49124;;SAINT-BARTHELEMY-D'ANJOU;;49267;47.46848;-0.47475;;;;02 41 22 53 00;;;;;Twitter||https://twitter.com/Angers_Jardins;;;Aire de pique nique;;;;;;;;;;;;oui;;;;;;oui;;;;;;oui;;oui;;;;;;;oui;;;"12/11/2021||31/12/2021||||||08:00||18:00||||||08:00||18:00||||||08:00||18:00||||||08:00||18:00||||||08:00||18:00||||||08:00||18:00||||||08:00||18:00||||;01/01/2022||31/03/2022||||||08:00||18:00||||||08:00||18:00||||||08:00||18:00||||||08:00||18:00||||||08:00||18:00||||||08:00||18:00||||||08:00||18:00||||;01/04/2022||11/11/2022||||||08:00||20:00||||||08:00||20:00||||||08:00||20:00||||||08:00||20:00||||||08:00||20:00||||||08:00||20:00||||||08:00||20:00||||;12/11/2022||31/12/2022||||||08:00||18:00||||||08:00||18:00||||||08:00||18:00||||||08:00||18:00||||||08:00||18:00||||||08:00||18:00||||||08:00||18:00||||";;;;;;;47.46848,-0.47475;Maine-et-Loire
LE CHÂTEAU DE LA DOUVE;Site et monument historiques;Patrimoine culturel;;;Route du Tremblay;Le Bourg d'Iré;49500;;SEGRÉ-EN-ANJOU BLEU;;49331;47.6796469;-0.9746899;;;06 95 11 23 25;02 41 92 04 16;;chateauladouve@gmail.com;;;;;;;;non;;;;;;;Non Classé;XIXe siècle;Château;non;;;;;Français;oui;;;;;;oui;non;non;non;oui;non;;;;non;;non;;;;;non;;;47.6796469,-0.9746899;Maine-et-Loire
LAC DU VERDON;;Patrimoine culturel;;;Route du Verdon;;49280;;LA TESSOUALLE;;49343;47.01297;-0.81731;;;;;;;;;;;;Aire de pique nique;;;;;;;;;;;;oui;;;;;Français;oui;;;;;;;;oui;;;;;;;oui;;;;;;;;;;47.01297,-0.81731;Maine-et-Loire
MAISON DES CHEMINS CREUX;Parc et jardin;Patrimoine culturel;;;rue des Vignes;;72190;;COULAINES;;72095;48.0288859;0.21022191;;;;02 43 74 35 35;;;www.coulaines.fr;;;;;Aire de pique nique;Espace jeux;;;;;;;;;;;oui;;;;;;oui;;;;;;;;;;;;;;;;;;;;;;oui;;;48.0288859,0.21022191;Sarthe
EGLISE NOTRE-DAME DE BEAUPRÉAU;Site et monument historiques;Patrimoine culturel;;;Rue Notre Dame;BEAUPREAU;49600;;BEAUPREAU-EN-MAUGES;;49023;47.2020123;-0.9910897;;;;;;;https://www.osezmauges.fr/balades-et-sentiers-dinterpretation/ITIPDL049V50ACVD-6/detail/beaupreau-en-mauges/circuit-des-guerres-de-vendee;;Tripadvisor||https://www.tripadvisor.fr/Attraction_Review-g3946440-d6278007-Reviews-Eglise_Notre_Dame-Beaupreau_Maine_et_Loire_Pays_de_la_Loire.html;;;;;oui;;;;;;;;;Eglise;non;;;;;"Allemand;Anglais";oui;;;;;;;;oui;;;;;;Français;oui;"Proposition clientèle||PNA790001591 ; Proposition clientèle||PCUPDL049V5095QI";oui;;;;;oui;;;47.2020123,-0.9910897;Maine-et-Loire
PARC DÉPARTEMENTAL DE L'ISLE BRIAND;Parc et jardin;Patrimoine culturel;;Domaine de l'Isle Briand;;Le Lion d'Angers;49220;;LE LION-D'ANGERS;;49176;47.6282234;-0.7079485;;;;02 41 96 09 00;;info@isle-briand.fr;https://www.isle-briand.fr;;;;;Aire de pique nique;;;;;;;;Parc;;;;oui;;;;;;oui;;;;;;non;non;oui;non;non;non;;;;oui;;oui;"01/11/2021||31/03/2022||||||08:00||||||18:00||08:00||||||18:00||08:00||||||18:00||08:00||||||18:00||08:00||||||18:00||08:00||||||18:00||08:00||||||18:00;31/03/2022||01/11/2022||||||08:00||||||21:00||08:00||||||21:00||08:00||||||21:00||08:00||||||21:00||08:00||||||21:00||08:00||||||21:00||08:00||||||21:00";;;;oui;;;47.6282234,-0.7079485;Maine-et-Loire
GALERIE D'ART DES FORGES;Musée et centre d'interprétation;Patrimoine culturel;;;24, rue principale;;72350;;VIRE-EN-CHAMPAGNE;;72379;47.9845122;-0.2877567;;;06 26 69 09 24;;;mlrfourmont@gmail.com;http://sejourauxforges.fr/portfolio/galerie_d_art_des_forges/;;Facebook||https://www.facebook.com/pages/Galerie-dart-des-Forges/104231622943393?fref=ts;;;;Boutique;;;Galerie d'art;;;;;;;;oui;;;;;"Anglais;Français";oui;;;"Atelier pour adultes ; Expositions temporaires";;;;;oui;;;;;;;oui;Partenariat||ASCPDL072V500YZ1;;"02/01/2022||15/06/2022||Ouvert du jeudi au dimanche. Sur RDV les autres jours||||||||||||||||||||||||||||||||14:00||18:00||||||14:00||18:00||||||14:00||18:00||||||14:00||18:00;16/06/2022||15/09/2022||Ouvert tous les jours ||||||||14:00||18:00||||||14:00||18:00||||||14:00||18:00||||||14:00||18:00||||||14:00||18:00||||||14:00||18:00||||||14:00||18:00;16/09/2022||31/12/2022||Ouvert du jeudi au dimanche. Sur RDV les autres jours||||||||||||||||||||||||||||||||14:00||18:00||||||14:00||18:00||||||14:00||18:00||||||14:00||18:00";;;;oui;;"Cartes bancaires;Chèques bancaires et postaux;Espèces";47.9845122,-0.2877567;Sarthe
JARDINS DU CHÂTEAU DES ARCIS;Parc et jardin;Patrimoine culturel;;;;Les Arcis;53170;;MESLAY-DU-MAINE;;53152;47.935509;-0.519385;;;06 88 68 23 21;;;;http://www.chateaudesarcis.com/;https://youtu.be/mybJX3d6kYI;"Facebook||https://fr-fr.facebook.com/ChateauDesArcis;Instagram||https://www.instagram.com/chateau_des_arcis/";"<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/mybJX3d6kYI"" frameborder=""0"" allow=""autoplay;encrypted-media"" allowfullscreen></iframe>;<span data-champcoderef="" "" id=""91aa2680-31ec-4342-9ac8-e0883d7f44d3"" type=""champSimple""><br /></span>";;;;non;;;"Collection de végétaux;Serre et orangerie";Jardin protégé au titre des Monuments Historiques;"A la française;A l'anglaise;En terrasse";"Jardin d'agrément;Parc";;;;oui;chiens tenus en laisse uniquement;;;;"Anglais;Français";oui;;;Expositions temporaires;1h15;1h15;;oui;oui;oui;;;;Français;"Français;Anglais";oui;Proposition clientèle||PCUPDL053V50181L;non;"29/04/2022||30/09/2022||||fermeture exceptionnelle du 7 au 21 août||10:00||12:30||14:00||18:00||||||||||10:00||12:30||14:00||18:00||||||||||10:00||12:30||14:00||18:00||10:00||12:30||14:00||18:00||10:00||12:30||14:00||18:00;22/08/2022||30/09/2022||||||10:00||12:30||14:00||18:00||||||||||10:00||12:30||14:00||18:00||||||||||10:00||12:30||14:00||18:00||10:00||12:30||14:00||18:00||10:00||12:30||14:00||18:00";;;;non;"Tarif indiv. adulte||5,00||5,00||;Tarif indiv. enfant||3,00||3,00||3€ pour les enfants de 6 à 12 ans parcours énigme offert.;pour les enfants de 3 à 6 ans mise à disposition d'un parcours ludique pouur 2 € si souhaité;Tarif groupe adulte||||||Sur réservation;Tarif groupe enfant||||||Sur réservation";"Chèques bancaires et postaux;Espèces";47.935509,-0.519385;Mayenne
CHÂTEAU DU PLESSIS-MACÉ;Site et monument historiques;Patrimoine culturel;;;2 rue de Bretagne;Le Plessis-Macé;49770;;LONGUENEE-EN-ANJOU;;49200;47.54444;-0.67577;;;;02 41 32 67 93;;info@anjou-theatre.fr;http://www.chateau-plessis-mace.fr/;;Facebook||https://www.facebook.com/chateauplessismace/;;;;;;;;;;;;Classé ou inscrit;;Château;;;;;;Français;oui;;10;;45 minutes;;oui;oui;;oui;oui;oui;;;"Français;Allemand;Anglais;Espagnol;Italien";;;;"09/04/2022||22/05/2022||||||||||||||||||||||14:00||18:30||||||||||||||||||||||14:00||18:30||||||14:00||18:30||||;11/07/2022||31/08/2022||||||14:00||18:30||||||14:00||18:30||||||14:00||18:30||||||14:00||18:30||||||14:00||18:30||||||14:00||18:30||||||14:00||18:30||||;01/09/2022||06/11/2022||||||||||||||||||||||14:00||18:30||||||||||||||||||||||14:00||18:30||||||14:00||18:30||||";;;;;;"Cartes bancaires;Chèques bancaires et postaux;Chèques Vacances;Espèces";47.54444,-0.67577;Maine-et-Loire
EGLISE NOTRE-DAME-DE-L'ASSOMPTION;Site et monument historiques;Patrimoine culturel;;;Le bourg;;53160;;BAIS;;53016;48.2508663;-0.3636175;;A l'abri;;02 43 58 13 06;;;;;;;;;;;;;;;;;Classé ou inscrit;Roman;Eglise;non;;;;;Français;oui;;10;;;1h30;non;oui;oui;;;;;;Français;oui;;oui;;;;;oui;;;48.2508663,-0.3636175;Mayenne
MOULIN BOUIN;Site et monument historiques;Patrimoine culturel;;Le Moulin;;Chenillé-Changé;49220;;CHENILLE-CHAMPTEUSSE;;49067;47.7008762;-0.6670222;;;;02 41 95 14 23;;reservation@domaine-moulin.fr;http://www.domaine-moulin.fr/;;;;;"Aire de pique nique;Bar / Salon de thé;Cafétéria / Restaurant;Salle de réunion équipée";"Boutique;WiFi";oui;;;;;;;Classé ou inscrit;"Moderne ; XIXe siècle";Moulin;non;;;;;"Anglais;Français";oui;;15;;30min;30min;non;oui;oui;oui;non;non;;"Français;Allemand;Anglais";Français;oui;;non;01/04/2022||31/10/2022||Sur réservation||||||||||||||||||||||||||||||||||||||||||||||||||||||||||;Moulin Bouin||02 41 95 14 23||reservation@domaine-moulin.fr;;;non;;"Cartes bancaires;Chèques bancaires et postaux;Chèques Vacances;Espèces;Tickets Restaurant;Virement";47.7008762,-0.6670222;Maine-et-Loire
