Nom de l'offre d'activité touristique;Type détaillé d'activité;Adresse partie 1: Porte/escalier;Adresse partie 1 suite;Adresse partie 2;Adresse partie 3;Code postal;Commune de l'activité;Cedex de l'adresse postale;Code Insee de la Commune;Latitude;Longitude;Situation de l'offre;Emplacement géographique;N° de téléphone mobile;N° de téléphone fixe;N° de fax;Adresse e-Mail;Url du site web;Type de plateforme/url;Services proposés sur l'équipement de loisir;Equipements présents sur le site de loisir;Animal accepté: oui / non;Complément information animal accepté;Labels;Label tourisme handicap;Groupe accepté: oui / non;Catégorie de la prestation fournie;Type formule itinérante;Activité sportive proposée;Type activité culturelle proposée;Langues parlées à l'accueil;Langues des audio guides;Visites libres proposées aux individuels en permanence: oui / non;Durée de visite pour les individuels;Visites guidées proposées aux individuels en permanence: oui / non;Visites guidées proposées aux individuels sur demande: oui / non;Langues des panneaux d'info;Langues parlées;Complément d'info sur les visites;Visites guidées proposées aux groupes en permanence: oui / non;Visites pédagogiques proposées aux groupes en permanence: oui / non;Visites guidées proposées aux groupes en permanence: oui / non;Visites guidées proposées aux groupes sur demande: oui / non;Durée de visite pour les groupes;Lieux de pratique de l'activité de loisirs;Commune de départ de la formule itinérante;Commune d'arrivée de la formule itinérante;Ouverture de l'offre toute l'année: oui / non;Horaires d'ouvertures;ResaDirecte;Centrale de réservation en ligne: oui / non;Nom centrale de réservation en ligne: url réservation en ligne / téléphone centrale / mail centrale;Tarifs;Tarif gratuit : oui / non;Modes de paiement acceptés;localisation;Département
BIBLIOTHÈQUE;Bibliothèque-Médiathèque;;;9 Rue du port;;44420;PIRIAC-SUR-MER;;44125;47.38023;-2.54529;;;;02 40 60 35 91;;;;;;;;;Famille Plus;;;;;;;;;;;;;;;;;;;;;;;;;"01/04/2022||04/07/2022||mardi : 10h/12h ; mercredi : 15h30/18h30 ; samedi : 10h/13h||||||||||||||||||||||||||||||||||||||||||||||||||||||||||##05/07/2022||04/09/2022||||||||||||||10:00||12:00||||||10:00||12:00||||||10:00||12:00||||||10:00||12:00||||||10:00||12:00||||||||||||##05/09/2022||31/12/2022||mardi : 10h/12h ; mercredi : 15h30/18h30 ; samedi : 10h/13h||||||||||||||||||||||||||||||||||||||||||||||||||||||||||";;;;;;;47.38023,-2.54529;Loire-Atlantique
BIBLIOTHÈQUE ANNE FRANK;Bibliothèque-Médiathèque;;;51 Boulevard Emile Broodcoorens;;44600;SAINT-NAZAIRE;;44184;47.2606405;-2.2566068;Transport en commun||Ligne U2, S/D - Arrêt : Noisetiers||0,032##Transport en commun||Lignes U1,U3,S/D - Arrêt : Vecquerie CES||0,5##Transport en commun||Ligne Hélyce - Arrêt : Heinlex||0,5;;;02 44 73 45 38;;mediatheque@mairie-saintnazaire.fr;https://mediatheque.mairie-saintnazaire.fr/;;Bibliothèque##WiFi;Toilettes;;;;;;;;;;;;;;;;;;;;;;;;;;;oui;01/01/2022||31/12/2022||Ouvert du mardi au samedi||Fermé le dimanche et lundi||||||||||||||14:00||18:30||10:00||12:00||14:00||18:30||||||14:00||18:30||||||14:00||18:30||10:00||12:00||14:00||18:00||||||||;;;;;;;47.2606405,-2.2566068;Loire-Atlantique
BIBLIOTHÈQUE MUNICIPALE - LE JARDIN DU LIVRE;Bibliothèque-Médiathèque;;;1 Rue de Bel Air;;44320;FROSSAY;;44061;47.24438;-1.93277;;;;02 40 39 72 72;;bmfrossay@gmail.com;http://frossay.opac3d.fr/search.php?action=Accueil;;;;non;Animaux non admis;;;;;;;;;;;;;;;;;;;;;;;;;;01/01/2022||31/12/2022||||||||||||||||||||||16:00||18:00||||||09:30||11:30||||||16:00||18:00||||||||||||||10:00||11:30||||;;;;;;;47.24438,-1.93277;Loire-Atlantique
BOIRE DE CHAMPTOCÉ;Lac et étang de pêche;;;;;49123;CHAMPTOCE-SUR-LOIRE;;49068;47.4092645;-0.8686716;;;;02 41 87 57 09;;secretariat@fedepeche49.fr;www.fedepeche49.fr;Facebook||https://www.facebook.com/FedePeche49##Instagram||https://www.instagram.com/federationpeche49/;;Aire de pique nique##Parking##Poubelles##Accès mobilité réduite (ponton pour PMR);;;;;;;;;;;;;;;;;;;;;;;;;;;;01/01/2022||31/01/2022||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||;;;;;;;47.4092645,-0.8686716;Maine-et-Loire
BOITE À LIVRES - PARC DU LITTORAL;Bibliothèque-Médiathèque;;;Place Bougainville;;44250;SAINT-BREVIN-LES-PINS;;44154;47.26812;-2.16907;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;47.26812,-2.16907;Loire-Atlantique
BOITE À LIVRES - PORT DE LA MAISON VERTE;Bibliothèque-Médiathèque;;;Rue de la Maison Verte;;44560;CORSEPT;;44046;47.27992;-2.0627;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;01/04/2018||31/10/2018||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||;;;;;;;47.27992,-2.0627;Loire-Atlantique
BOULE DE FORT LA LIBERTÉ, À SAINT-MELAINE-SUR-AUBANCE;Boule de fort/sable;;;4 rue du square;;49610;SAINT-MELAINE-SUR-AUBANCE;;49308;47.36859;-0.49271;;;;02 41 45 37 28;;;;;;;;;;;;;;;;Français;;;;;;;;;;;;;;;;;;;;;;;;;47.36859,-0.49271;Maine-et-Loire
BOULE DE FORT-L'ALLIANCE-VAULANDRY;Boule de fort/sable;;;le bourg;Vaulandry;49150;BAUGE-EN-ANJOU;;49018;47.597164;-0.043249;;;;02 41 89 83 79;;;;;;;non;;;;oui;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;47.597164,-0.043249;Maine-et-Loire
BOULE DE FORT-SAINT LAURENT-BAUGÉ;Boule de fort/sable;;;rue du presbytère;Baugé;49150;BAUGE-EN-ANJOU;;49018;47.542388;-0.107449;;;;02 41 89 71 25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;47.542388,-0.107449;Maine-et-Loire
BOULERIE JUMP - POLE EUROPEEN DU CHEVAL;Atelier de cuisine##Centre équestre##Halte équestre##Live Escape Game##Parc à thèmes##Salle de spectacle##Terrain omnisports;;Boulerie Jump;Route de Feumusson;Les Bouleries;72530;YVRE-L'EVEQUE;;72386;48.036246;0.289703;;A l'abri;;02 43 89 66 93;;contact@pec-lemans.com;http://pole-europeen-du-cheval.com/;Facebook||https://www.facebook.com/pole.europeen.du.cheval##Instagram||https://www.instagram.com/pole_europeen_du_cheval/?hl=fr;Boutique##Espace jeux##WiFi;Aire de pique nique##Auditorium##Bar##Climatisation##Garage##Prise électrique##Restaurant##Salle de projection##Salle de réunion équipée##Toilettes;oui;;;;oui;;;;;Allemand##Anglais##Espagnol##Français##Italien;;oui;00:40;oui;oui;;Français##Anglais;;oui;oui;oui;oui;00:40;;;;oui;;;;;;;Cartes bancaires##Chèques bancaires et postaux##Chèques Vacances##Espèces##Tickets Restaurant##Virement;48.036246,0.289703;Sarthe
BOWLING;Bowling;;;Allée de la Mer d'Iroise;Zone Océanis;44600;SAINT-NAZAIRE;;44184;47.2556018;-2.2668484;Transport en commun||BUS Hélice arrêt OCEANIS||0,1;;;02 40 70 40 40;;;http://www.bowling-saintnazaire.com/;;Espace jeux;Bar##Toilettes;;;;;;;;;;;;;;;;;;;;;;;;;;;oui;01/01/2022||31/12/2022||Ouvert tous les jours à partir de 14h pendant les vacances scolaires||Fermé le lundi hors vacances scolaires (sauf veilles de fêtes)||||||||||||||||||||||||||||||||||||||||||||||||||||||||;||02 40 70 40 40||bowling.stnazaire@wanadoo.fr;;;Tarif indiv. adulte||||||Du Mardi au Jeudi avant 20h##Tarif indiv. adulte||||||Du Mardi au Vendredi après 20h,.Le tarif  est appliqué aussi pour les jours fériés et les veilles de fêtes avant 20h##Tarif indiv. adulte||||||Tarif le Samedi après 20h . Ce tarif est aussi appliqué durant les veilles de fêtes  et les jours fériés après 20h##Tarif indiv. adulte||||||Tarif appliqué le Dimanche aux horaires d'ouverture;non;Cartes bancaires;47.2556018,-2.2668484;Loire-Atlantique
BOWLING D'ANCENIS;Bowling;;;1090 Boulevard de la Prairie;;44150;ANCENIS-SAINT-GEREON;;44003;47.3746369;-1.1993039;;;;02 40 09 97 03;;;http://bowlingpowerball.com;Facebook||https://www.facebook.com/BowlingPowerball/?fref=ts;;;;;;;;;;;;;;;;;;;;;;;;;;;;;oui;;;;;Tarif indiv. adulte||||||Location de chaussures : 1,50 €;;;47.3746369,-1.1993039;Loire-Atlantique
BOWLING DU MANS;Bowling##Complexe de loisirs##Salle de billard;;Bowling du Mans;56 boulevard Nicolas Cugnot;;72100;LE MANS;;72181;47.9833104;0.22134883;Transport en commun||ligne de bus n°12 sortie Arromanches||0##Transport en commun||Tramway T1 sortie Durand-vaillant ||0,3##Transport en commun||Tramway T2 sortie atlantides-sablons||0,4;A l'abri;;02 43 86 86 86;;;https://www.bowlingdumans.net/;Facebook||https://www.facebook.com/pages/Bowling-du-Mans/114220698675072;Boutique##Espace jeux;Bar##Restaurant##Salle de projection##Salle de réunion équipée##Toilettes;non;;;;oui;;;;;Allemand##Anglais##Français;;;;;;Français;;;;;;;;;;;oui;;Le Terrec ||||;;;"Tarif indiv. adulte||||||Tarif de 14 à 20h.;1,4€ de location pour les chaussures.##Tarif indiv. enfant||||||Tarif enfant : moins de 12 ans.;1,4€ la location de chaussures.##Tarif indiv. adulte||||||Tarif de 20h à la fermeture, location des chaussures 1,4€";;Cartes bancaires##Chèques bancaires et postaux##Chèques Vacances##Tickets Restaurant;47.9833104,0.22134883;Sarthe
BOWLING ET LASER GAME;Bar à thème##Bowling##Complexe de loisirs##Jeux pour enfants##Lasergame##Salle de billard;;;ZAC de la Monnerie;Allée des Gabares;72200;LA FLECHE;;72154;47.702172;-0.0507206;;A l'abri;;02 43 45 49 26;;bowlinglelaserbowl@orange.fr;http://www.laserbowl.fr;Facebook||http://www.laserbowl.fr;Espace jeux;Bar##Climatisation##Défibrillateur##Toilettes;non;;;;oui;;;;;Français;;oui;;;;;Français;;oui;;;;;;;;oui;03/01/2022||04/02/2022||||||||||||||||14:00||||00:00||||14:00||||00:00||||14:00||||00:00||||14:00||||02:00||||14:00||||03:00||||14:00||||20:00##05/02/2022||20/02/2022||||||||14:00||||00:00||||14:00||||00:00||||14:00||||00:00||||14:00||||00:00||||14:00||||02:00||||14:00||||03:00||||14:00||||00:00##21/02/2022||08/04/2022||||||||||||||||14:00||||00:00||||14:00||||00:00||||14:00||||00:00||||14:00||||02:00||||14:00||||03:00||||14:00||||20:00##09/04/2022||24/04/2022||||||||14:00||||00:00||||14:00||||00:00||||14:00||||00:00||||14:00||||00:00||||14:00||||02:00||||14:00||||03:00||||14:00||||00:00##25/04/2022||06/07/2022||||||||||||||||14:00||||00:00||||14:00||||00:00||||14:00||||00:00||||14:00||||02:00||||14:00||||03:00||||14:00||||20:00##07/07/2022||07/09/2022||||||||14:00||||00:00||||14:00||||00:00||||14:00||||00:00||||14:00||||00:00||||14:00||||02:00||||14:00||||03:00||||14:00||||00:00;;;;"Tarif indiv. adulte||9,00||20,00||Tarifs LASER GAME. ;;Possibilité pour les - 14 ans de fêter leur anniversaire au laser game  en invitant les amis;Différentes formules : renseignez - vous;##Tarif indiv. enfant||9,00||20,00||Tarifs LASER GAME. ;;Possibilité pour les - 14 ans de fêter leur anniversaire au laser game  en invitant les amis;Différentes formules : renseignez - vous;##Tarif indiv. adulte||4,50||7,00||Tarifs BOWLING : + 1,80€ pour la location des chaussures ;;Possibilité pour les - 14 ans de fêter leur anniversaire au bowling en invitant les amis;;De nombreuses autres offres spéciales vous attendent. ;Renseignez-vous.##Tarif indiv. enfant||4,50||7,00||Tarifs BOWLING : + 1,80€ pour la location des chaussures ;;Possibilité pour les - 14 ans de fêter leur anniversaire au bowling en invitant les amis;;De nombreuses autres offres spéciales vous attendent. ;Renseignez-vous.";;Cartes bancaires##Chèques bancaires et postaux##Chèques Vacances##Espèces;47.702172,-0.0507206;Sarthe
BRIN DE FORME;Balnéothérapie et Spa##Espace de remise en forme##Piscine;;;39 rue Louis Moron;Brissac Quincé;49320;BRISSAC LOIRE AUBANCE;;49050;47.35196;-0.44557;;;06 87 85 32 96;02 41 20 17 75;;contact@brindeforme.fr;http://www.brindeforme.fr;Facebook||https://www.facebook.com/detenteetsport/?fref=ts;;;non;;;;;;;;;Français;;;;;;;;;;;;;;;;;oui;;;;;;;Chèques bancaires et postaux;47.35196,-0.44557;Maine-et-Loire
BRIÈRE EVASION;Barque/Chaland;;;Port de la Pierre Fendue;;44410;SAINT-LYPHARD;;44175;47.38958;-2.29601;;;06 75 23 58 58;02 40 91 41 96;;briere.evasion@wanadoo.fr;http://www.briere-decouverte.com;;;Aire de pique nique##Parking##Toilettes;oui;;;;oui;;;;;;;;;;;;;;;;;;;;;;;02/04/2022||30/09/2022||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||;;;;;;Chèques bancaires et postaux##Chèques Vacances##Espèces##Virement;47.38958,-2.29601;Loire-Atlantique
BULLE D'AIR MONTGOLFIERE;Montgolfière;;;14 Le Moulin Neuf;;44110;ERBRAY;;44054;47.6930933;-1.3511394;;;06 22 44 52 80;;;contact@bulledair.org;www.bulledair.org;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;non;;Grégory DOLLE||06 22 44 52 80||contact@bulledair.org;;;Tarif indiv. adulte||210,00||||##Tarif groupe adulte||195,00||||à partir de 3 personnes;non;Chèques bancaires et postaux;47.6930933,-1.3511394;Loire-Atlantique
CABARET LE REVE BLEU;Salle de spectacle;;;2 Avenue de Tours;CHATEAU DU LOIR;72500;MONTVAL-SUR-LOIR;;72071;47.6901066;0.4279502;Gare SNCF||Monval sur Loir||2;;;02 43 79 16 10;;resa@lerevebleu.fr;https://lerevebleu.fr/;Facebook||https://www.facebook.com/lerevebleu72##Instagram||https://www.instagram.com/cabaretlerevebleu/;;Restaurant;non;;;;oui;;;;;;;;;;;;;;;;;;;;;;non;11/09/2021||25/06/2022||le samedi soir et dimanche midi sauf exception et certains vendredi et jeudi. se renseigner sur le site Internet||||||||||||||||||||||||||||||||||||||||||||||||||||||||||##15/01/2022||25/06/2022||||||||||||||||||||||||||||||||||||||||||||||||||19:30||||12:30||||||;;;;Tarif indiv. adulte||32,00||89,00||Menu spectacle à 32€, menu végétarien à 59€, menu Loir à 59€, menu Bercé à 77€, menu rêve bleu à 89€. Voir tous les tarifs sur le site lerevebleu.fr##Tarif indiv. enfant||39,00||||Menu bambin jusqu'à 8 ans;;Cartes bancaires##Chèques bancaires et postaux##Espèces;47.6901066,0.4279502;Sarthe
CAFE THEATRE // ESPACE THALWEG;Salle de spectacle;;;Espace Thalweg;;44260;MALVILLE;;44089;47.360954;-1.8641694;;A l'abri;;02 40 56 09 20;;;www.malville.fr;;;Salle de projection;;;;;oui;;;;;Français;;;;;;;;;;;;;;;;;oui;;||02 40 56 09 20||association@malville.fr;;;;oui;;47.360954,-1.8641694;Loire-Atlantique
CALE DE MISE À L'EAU  DU PORT;Cale de mise à l'eau##Port de plaisance;;;Quai de cricklade;;44240;SUCE-SUR-ERDRE;;44201;47.3393062;-1.5250666;;;;;;;;;Espace jeux##Location/prêt de vélo##WiFi;Aire de pique nique##Toilettes;;;;;;;;;;;;;;;;;;;;;;;;;;;oui;;;;;;oui;;47.3393062,-1.5250666;Loire-Atlantique
CANAL KAYAK;Activités sportives et ludiques;;Base de location;Lieu-dit Le Pommain;;44390;SAFFRE;;44149;47.454982;-1.6336283;;;06 71 48 29 75;;;contact@canalkayak.fr;https://canalkayak.fr/#/;Facebook||https://www.facebook.com/canalkayak44##Instagram||https://www.instagram.com/canalkayak44;;;;;;;;Location de matériel;;Canoé kayak;;;;;;;;;;;;;;;;Saffré - étang de Bout de Bois et canal de Nantes à Brest;SAFFRE;SAFFRE;non;09/04/2022||10/10/2022||1er juin au 31 aout ouvert tous les jours||||||||||||||||||||||||||||||||||||||||||||||||||||||||||;;;;Tarif indiv. adulte||8,00||||location canoë Kayak : 1h, 2h, demi-journée ou journée à partir de 8 euros##Tarif indiv. adulte||10,00||||Stand Up Paddle : 1h, 2h ou demi-journée;non;Cartes bancaires##Chèques Vacances##Espèces##Virement;47.454982,-1.6336283;Loire-Atlantique
CANAL KAYAK;Base de loisirs;;Etang de Bout de Bois;Lieu-dit Le Pommain;;44390;SAFFRE;;44149;47.4550327;-1.633097;;En extérieur ombragé##En extérieur soleil;06 71 48 29 75;;;dravache@yahoo.fr;https://canalkayak.fr/#/;Facebook||https://www.facebook.com/canalkayak44/?ref=page_internal##Instagram||https://www.instagram.com/canalkayak44/;;Aire de pique nique##Parking##Poubelles##Toilettes;oui;;;;oui;;;;;Français;;;;;;;;;;;;;;;;;non;09/04/2022||10/10/2022||d'avril à mai et de septembre à octobre: ouvert les weekend, jours fériés et vacances. Sur réservation en semaine. Du 1 juin au 31 août ouvert tous les jours||||||||09:30||19:00||||||09:30||19:00||||||09:30||19:00||||||09:30||19:00||||||09:30||19:00||09:30||18:00||09:30||19:00||09:30||18:00||09:30||19:00;;;;;non;Cartes bancaires##Chèques bancaires et postaux##Chèques Vacances##Espèces;47.4550327,-1.633097;Loire-Atlantique
CANOE-KAYAK CLUB DU MANS;Base ou club nautique;;;2 rue Paul Doumer;Ile aux Sports;72000;LE MANS;;72181;47.9873081;0.23651057;Gare SNCF||||4##Transport en commun||tramway ligne 2 arrêt Ile aux sports||0;En extérieur ombragé##En extérieur soleil;06 52 84 06 63;02 43 84 38 16;;;http://www.canoekayak-lemans.net/;Flickr||http://www.flickr.com/photos/76550513@N06/sets/##Google+||https://plus.google.com/117278372598211522701/posts?partnerid=gplp0##Facebook||https://www.facebook.com/pages/Cano%C3%AB-Kayak-Club-du-Mans/691308324286806?fref=ts;;Aire de pique nique##Toilettes;non;;;;oui;;;;;Anglais##Espagnol##Français;;oui;;oui;;Français;Français;;;;;;;;;;oui;;;;;"Tarif groupe adulte||||||Prix mini : pour 1 heure prix pour le groupe (groupe de 14 max.)- durée conseillée 3h;Prix maxi : balade de 5 heures##Tarif indiv. adulte||||||Au-delà de 14 personnes";;Chèques bancaires et postaux;47.9873081,0.23651057;Sarthe
CANOË KAYAK BESNÉ;Base ou club nautique;;;2 Rue du Brivet;;44160;BESNE;;44013;47.4080972;-2.0973977;Transport en commun||Ligne T5 - Arrêt : ZA Harrois||1;;07 81 58 43 80;;;;https://kayakcanoebesne.wixsite.com/kayakbesne;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;01/01/2022||31/12/2022||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||;;;;;;;47.4080972,-2.0973977;Loire-Atlantique
CARPODROME DU BORDAGE;Activités sportives et ludiques;;;;Le Bordage;53360;ORIGNE;;53172;47.975978;-0.7275699;Route (nationale/départ.)||D112||;;;02 43 69 12 13;;;https://www.fedepeche53.com;Facebook||https://www.facebook.com/P%C3%AAche-Mayenne-175913622491047;;;;;;;;Pratique libre;;Pêche;;;;;;;;;;;;;;;;"Carpodrome du ""Bordage"" à ORIGNÉ";ORIGNE;ORIGNE;oui;||||||Pêche ouverte toute l'année sous réserve de s'être acquitter des droits de pêche||||||||||||||||||||||||||||||||||||||||||||||||||||||||;;oui;||www.cartedepeche.fr||||||;"Tarif indiv. adulte||||||Prix d'une carte de pêche départementale annuelle majeure (78€) ou interfédérale (100€)##Tarif indiv. enfant||||||Prix d'une carte de pêche annuelle mineure (12-18 ans)##Tarif indiv. réduit||||||Prix d'une carte de pêche annuelle ""DÉCOUVERTE Enfant -12 ans"" (6€) ##Tarif indiv. réduit||||||Carte de pêche annuelle ""Découverte Femme""##Tarif indiv. adulte||||||Carte de pêche hebdomadaire##Tarif indiv. adulte||||||Prix d'une carte journalière avec CPMA##Tarif indiv. adulte||||||Prix du droit d'accès journalier (5€) spécifique au carpodrome du Bordage ou droit d'accès annuel (40€) spécifique au carpodrome du Bordage";non;Cartes bancaires;47.975978,-0.7275699;Mayenne
CENTRE AQUATIQUE CANAL FORÊT;Piscine;;;10 boulevard de Bretagne;;44130;BLAIN;;44015;47.4809614;-1.7684849;;;;02 28 05 39 01;;;http://www.piscine-canal-foret.com;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;oui;;;;;;non;;47.4809614,-1.7684849;Loire-Atlantique
CENTRE AQUATIQUE LA VAGUE A MAYENNE;Piscine;;;Rue du Chemin Montois;;53100;MAYENNE;;53147;48.3134255;-0.6030547;Route (nationale/départ.)||RN 12||;;;09 82 99 09 84;;;http://www.lavague.net;;;;non;;;;oui;;;;;Français;;;;;;;;;;;;;;;;;oui;03/01/2022||17/06/2022||||||12:00||13:30||17:00||19:00||12:00||13:30||18:30||21:00||14:30||18:30||||||12:00||13:30||17:00||19:00||07:00||13:30||17:00||21:00||10:30||12:30||14:30||18:30||09:00||13:00||||##18/06/2022||01/07/2022||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||##02/07/2022||04/09/2022||||||10:30||13:30||15:00||19:30||10:30||13:30||16:00||21:00||10:30||13:30||15:00||18:30||10:30||13:30||15:00||19:30||10:30||13:30||16:00||21:00||10:30||12:30||14:30||18:30||09:00||13:00||||;;;;"Tarif indiv. adulte||||4,50||##Tarif indiv. réduit||||3,30||- de 18 ans, étudiants, demandeurs d’emploi, handicapés##Formule famille||||12,50||Forfait famille nombreuse;(2 adultes et 2 enfants d’une même famille);(+3 € par enfant supplémentaire)";non;Cartes bancaires##Chèques bancaires et postaux##Chèques Vacances;48.3134255,-0.6030547;Mayenne
CENTRE CULTUREL SIMONE SIGNORET;Salle de spectacle;;;25 Rue des Boqueteaux;;72230;MULSANNE;;72213;47.91391;0.24838;;;;;;;https://www.mulsanne.fr/vivre-a-mulsanne/loisirs-et-culture/centre-culturel-simone-signoret/;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;47.91391,0.24838;Sarthe
CENTRE DE TOURISME ÉQUESTRE L'ELDORANDO;Centre équestre##Halte équestre;;;;Lieu dit Le Pau;72150;PRUILLE-L'EGUILLE;;72248;47.8230721;0.41009152;;;06 24 83 67 31;;;leldorando@gmail.com;;;Bibliothèque##Espace jeux;Abri##Aire de pique nique##Parking##Prise électrique;;;;;oui;;;;;Anglais##Français;;;;;;;;;;;;;;;;;oui;;l'Eldorando||06 24 83 67 31||leldorando@orange.fr;;;"Tarif indiv. enfant||||||Baby 1/2H à poney + le temps préparation avant et après compris dans la prestation##Tarif indiv. adulte||||||initiation,cours, travail à pied, entrainement en individuel##Tarif groupe enfant||||||cours collectifs 1H ;Tous les cours collectifs sont au même tarif, enfants et adultes##Tarif groupe adulte||||||Cours Collectifs 1H;Tous les cours collectifs sont au même tarif, adultes et enfants";non;Chèques bancaires et postaux##Espèces##Virement;47.8230721,0.41009152;Sarthe
CENTRE EQUESTRE DU CHATEAU;Centre équestre;;;;La basse cour;72260;DANGEUL;;72112;48.24942;0.253151;Route (nationale/départ.)||Le Mans - Alençon||10##Autoroute||A11 sortie Maresché||13##Gare SNCF||Gare du Mans||30##Transport en commun||||0,5;;06 80 41 15 81;02 43 33 66 15;;ceduchateau72@gmail.com;http://www.dangeul-equitation.fr;;WiFi;Aire de pique nique##Salle de réunion équipée##Toilettes;oui;;;;oui;;;;;Français;;oui;35;non;oui;;Français;;oui;oui;non;oui;35;;;;oui;;Thomas LACROIX||06 80 41 15 81||ceduchateau72@gmail.com;;;;non;Chèques bancaires et postaux##Chèques Vacances;48.24942,0.253151;Sarthe
CENTRE NAUTIQUE TUFFÉEN;Base ou club nautique;Impasse du plan d'eau;;;;72160;TUFFE VAL DE LA CHERONNE;;72363;48.1192394;0.51185073;;;;06 10 40 28 53;;centrenautiquetuffeen@gmail.com;https://centre-nautique-tuffeen.business.site/?utm_source=gmb&utm_medium=referral;Facebook||https://www.facebook.com/centrenutiquetuffe;;Toilettes;;;Vogue et Vague;;oui;;;;;Anglais##Français;;non;;non;non;;;;non;non;non;non;;;;;non;;;;;Formule famille||||||Adhésion annuelle pour 1 famille (dans la limite de 6 personnes vivant sous le même toit)##Tarif indiv. adulte||||||Adhésion annuelle pour 1 adulte##Tarif indiv. enfant||||||Adhésion annuelle pour 1 enfant/adolescent de moins de 18 ans##Tarif groupe adulte||||||Adhésion horaire (le tarif dépend du matériel mis à disposition)##Tarif groupe enfant||||||Adhésion horaire (le tarif dépend du matériel mis à disposition);non;Chèques bancaires et postaux##Chèques Vacances##Espèces;48.1192394,0.51185073;Sarthe
CENTRE ÉQUESTRE DE L'ÉTRIER;Centre équestre;;;25 route départementale 347;Lieu-dit Les Trois Quartiers;49630;LOIRE-AUTHION;;49307;47.47459;-0.33692;Route (nationale/départ.)||RD 347||0,1;;06 24 25 12 58;;;adrien-lecarpentier@hotmail.fr;https://www.espaceequestreangerscorne.com/;Facebook||https://www.facebook.com/etrier.decorne;;Aire de pique nique;oui;;;;oui;;;;;Français;;oui;;non;non;;;;oui;non;non;non;;;;;non;01/01/2020||31/12/2020||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||;;;;;non;Chèques bancaires et postaux##Chèques Vacances##Espèces;47.47459,-0.33692;Maine-et-Loire
CENTRE ÉQUESTRE DE LA SOMONE;Centre équestre;;;Route d'Asnières;;49370;BECON-LES-GRANITS;;49026;47.5118057;-0.7935034;;;06 10 10 08 09;;;ecuriesdelasomone@gmail.com;https://www.ecuriesdelasomone.com/;Facebook||https://www.facebook.com/lesecuriesdelasomone/;;;;;;;oui;;;;;Français;;;;;;;;;;;;;;;;;oui;01/01/2022||31/12/2022||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||;;;;;non;;47.5118057,-0.7935034;Maine-et-Loire
CENTRE ÉQUESTRE DU HAUT FÈVRE;Centre équestre;;;Le Haut Fèvre;;;SAINT-GEORGES-BUTTAVENT;;53219;48.31067;-0.708;;;06 21 25 50 00;;;centreequestreduhautfevre@gmail.com;http://centreequestreduhautfevre.ffe.com/;Facebook||https://www.facebook.com/Centre-%C3%89questre-du-Haut-F%C3%A8vre-260426734671192;;;;;;;;;;;;;;;;;;;;;;;;;;;;;oui;;;;;;;;48.31067,-0.708;Mayenne
CERCLE SAINT-PIERRE;;;;6, rue de la Riffaudière;Doué-la-Fontaine;49700;DOUÉ-EN-ANJOU;;49125;47.19506;-0.27922;;;06 33 12 66 12;02 41 59 19 77;;cercle.saint.pierre49@gmail.com;;;;;;;;;;;;;;Français;;;;;;;;;;;;;;;;;;;;;;;;;47.19506,-0.27922;Maine-et-Loire
CHOLET DANSE;;;;50 rue Darmaillacq;;49300;CHOLET;;49099;47.06437;-0.874;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;47.06437,-0.874;Maine-et-Loire
