NOM_DE_LA_FeTE_OU_MANIFESTATION;CATeGORIE_DE_LA_FeTE_OU_MANIFESTATION;ADRESSE1;ADRESSE1SUITE;Adresse_partie2;Adresse_partie3;CODE_POSTAL;COMMUNE_DE_LA_FÃŠTE_OU_MANIFESTATION;BUREAU_DISTRIBUTEUR_ADRESSE_POSTALE;CEDEX;CODE_INSEE_DE_LA_COMMUNE;LATITUDE;LONGITUDE;POINT_ACCÃˆS_NOM_DISTANCE_EN_KM;N_TeLePHONE_FIXE;N_TeLePHONE_MOBILE;N_FAX;ADRESSE_EMAIL;URL_WEB;TYPE_DE_PLATEFORME_URL;URL_POUR_ACCeDER_Ã€_LA_VIDeO;PUBLIC_CONCERNe_PAR_OFFRE;WIDGET_TRIPADVISOR;CODE_EMBED_POUR_INTeGRER_UNE_VIDeO;PeRIODICITe_DE_LA_MANIFESTATION;PReCISION_SUR_LA_PeRIODICITe;LABEL_TOURISME_HANDICAP;DUReE_DE_VISITE_POUR_LES_INDIVIDUELS;VISITES_LIBRES_PROPOSeES_AUX_INDIVIDUELS_EN_PERMANENCE_OUI_NON;VISITES_GUIDeES_PROPOSeES_AUX_INDIVIDUELS_SUR_DEMANDE_OUI_NON;VISITES_GUIDeES_PROPOSeES_AUX_INDIVIDUELS_EN_PERMANENCE_OUI_NON;VISITES_GUIDeES_PROPOSeES_AUX_GROUPES_SUR_DEMANDE_OUI_NON;VISITES_GUIDeES_PROPOSeES_AUX_GROUPES_EN_PERMANENCE_OUI_NON;VISITES_GUIDeES_PROPOSeES_AUX_GROUPES_EN_PERMANENCE_OUI_NON2;DUReE_DE_VISITE_POUR_LES_GROUPES;VISITES_PeDAGOGIQUES_PROPOSeES_AUX_GROUPES_EN_PERMANENCE_OUI_NON;LANGUES_PARLeES;LANGUES_DES_AUDIO_GUIDES;HORAIRES_OUVERTURES;TARIFS_ANNeE_EN_COURS_PROPOSeS;TARIF_GRATUIT;MOYENS_DE_ReSERVATION_DIRECTE;CENTRALE_DE_ReSERVATION_EN_LIGNE;MOYENS_DE_ReSERVATION_EN_LIGNE;MODES_DE_PAIEMENT_ACCEPTeS;LOCALISATION;DEPARTEMENT
VIDE GRENIER;Brocantes & vide-greniers;;Le bourg;;;72120;CONFLANS-SUR-ANILLE;;;72087;47.9455096;0.7450893;;;;;;;;;;;;;;;;;;;;;;;;;;22/05/2022||22/05/2022||||||||;;;;;;;47.9455096,0.7450893;Sarthe
VIDE GRENIER;Brocantes & vide-greniers;bourg;;;;72440;SAINT-MICHEL-DE-CHAVAIGNES;;;72303;48.019109;0.56953131;;;06 03 10 02 53;;;;;;;;;;;;;;;;;;;;;;;25/09/2022||25/09/2022||||||||;;;;;;;48.019109,0.56953131;Sarthe
VISITE COMMENTÉE DE L’EXPOSITION  AU PIED DU MUR »;Visites et sorties à thèmes;;Musée J-C-Boulard – Carré Plantagenêt;2 Rue Claude Blondeau;;72000;LE MANS;;;72181;48.00717;0.19862;;02.43.47.46.45;;;carre.plantagenet@lemans.fr;www.lemans.fr/musees;;;;;;Ponctuel;;;;;;;;;;;;;;18/06/2022||18/06/2022||14:30||||||;;oui;;;;;48.00717,0.19862;Sarthe
VISITE GUIDÉE DU MOULIN À GLACE DE LA BRUÈRE - LA FLÈCHE;Visites et sorties à thèmes;RD306 - 85 Route du Lude;;;;72200;LA FLECHE;;;72154;47.6900837;-0.05292;;;06 72 83 52 00;;thomas@visithemes.com;https://www.visithemes.com;;;;;;;"Ouvert d'avril à octobre.;;VISITES GUIDÉES PROGRAMMÉES :;• A date et heure programmées à l’avance;• Consultez l'agenda et réservez sur : www.visithemes.com/agenda;;VISITES GUIDÉES PRIVÉES SUR DEMANDE :;• S'il n'y a pas de visite programmée - ou si vous préférez cette formule - choisissez la date et l’heure qui vous conviennent (sous réserve de disponibilité);• Vous bénéficiez d'une visite privée avec plus de souplesse sur le contenu et la durée;• Contactez-moi pour fixer une date;";;1h;non;oui;oui;oui;non;oui;1h15;oui;Français;;06/06/2022||06/06/2022||15:00||16:00||||;"Tarif indiv. adulte||6,00||||Visites programmées : Adultes : 6 € / enfants (7-17 ans) : 4 € / Gratuit pour les moins de 7 ans. ;;Visites sur demande : nous consulter,Tarif indiv. enfant||4,00||||Enfants (7-17 ans)  ou carte Cezam : 4 €;Gratuit pour les moins de 7 ans,Tarif indiv. réduit||10,00||||Visite couplée moulin + théâtre de la Halle au Blé (adulte),Tarif indiv. réduit||6,00||||Visite couplée moulin + théâtre de la Halle au Blé (enfant 7-17 ans)";non;Thomas Brochard||06 72 83 52 00||thomas@visithemes.com;;;Cartes bancaires,Chèques bancaires et postaux,Chèques Vacances,Chèques Vacances Connect,Espèces;47.6900837,-0.05292;Sarthe
VISITE GUIDÉE DU THÉÂTRE DE LA HALLE AU BLÉ - LA FLÈCHE;Visites et sorties à thèmes;place du 8 mai 1945;;;;72200;LA FLECHE;;;72154;47.7002685;-0.0726128;;;06 72 83 52 00;;thomas@visithemes.com;https://www.visithemes.com;;;;;;Ponctuel;"VISITES GUIDÉES PROGRAMMÉES :;• A date et heure programmées à l’avance;• Consultez la programmation sur : www.visithemes.com/agenda;• Réservez au 06 72 83 52 00;;;VISITES GUIDÉES PRIVÉES SUR DEMANDE :;• S'il n'y a pas de visite programmée - ou si vous préférez cette formule - choisissez la date et l’heure qui vous conviennent (sous réserve de disponibilité);• Vous bénéficiez d'une visite privée avec plus de souplesse sur le contenu et la durée;• Contactez-moi pour fixer une date;";;1h;non;oui;oui;oui;non;oui;1h;oui;Français;;26/05/2022||26/05/2022||18:00||19:00||||;"Tarif indiv. adulte||6,00||||Visites programmées : Adultes : 6 €;Enfants (7-17 ans) : 4 € ou carte Cezam;Gratuit pour les moins de 7 ans;;Visites sur demande : nous consulter,Tarif indiv. enfant||4,00||||Enfants (7-17 ans) : 4 € ou carte Cezam;Gratuit pour les moins de 7 ans,Tarif indiv. réduit||10,00||||Visite couplée théâtre + moulin à glace de la Bruère (adulte),Tarif indiv. réduit||6,00||||Visite couplée théâtre + moulin à glace de la Bruère (7-17 ans)";non;Thomas Brochard||06 72 83 52 00||thomas@visithemes.com;;;Cartes bancaires,Chèques bancaires et postaux,Chèques Vacances,Chèques Vacances Connect,Espèces;47.7002685,-0.0726128;Sarthe
VISITE THÉÂTRALISÉE SUR LES PAS DE LA VELUE;Visites et sorties à thèmes;;;3 Place du Général Leclerc;;72160;TUFFE VAL DE LA CHERONNE;;;72363;48.11512;0.5165;;02 43 71 21 21;;;;www.tourisme-lafertebernard.fr;;;;;;;;;;;;;;;;;;;;15/07/2022||15/07/2022||20:30||22:00||||;;;Pays du Perche Sarthois||02 43 60 72 77||;;;;48.11512,0.5165;Sarthe
PULS'ART;Exposition;;Divers lieux;;;72000;LE MANS;;;72181;48.0054598;0.19975797;;;;;;http://pulsart-lemans.com/;Facebook||https://www.facebook.com/pulsartlemans/?fref=ts;;;;;Annuel;Les candidatures pour Puls'Art Le Mans sont à envoyer au : 23 rue Marguerite Perey 72000 Le Mans avant le 30 novembre de chaque année.;;;oui;non;non;oui;oui;non;2 h;;Français;;22/04/2022||20/06/2022||||||Les horaires sont sur le blog de puls'art : http://pulsart-lemans.blogspot.fr/||;;oui;;;;;48.0054598,0.19975797;Sarthe
10E NUIT DU JAZZ MANOUCHE;Concert;;Salle Georges Brassens;Chemin de la Pecquenardière;;72530;YVRE-L'EVEQUE;;;72386;48.0055721;0.2467979;Route (nationale/départ.)||||;02 43 23 66 38;;;;https://lemansjazz.com/2022/03/07/10e-nuit-du-jazz-manouche-29-avril-salle-georges-brassens-yvre-l-eveque-72/;;;;;;;;;;;;;;;;;;;;29/04/2022||29/04/2022||20:30||||||;Tarif indiv. adulte||17,00||||,Tarif abonné||15,00||||,Tarif indiv. réduit||11,00||||;;;;;;48.0055721,0.2467979;Sarthe
150ÈME ANNIVERSAIRE DE LA SOCIÉTÉ MUSICALE;Concert;;;;;72170;BEAUMONT-SUR-SARTHE;;;72029;48.22596;0.12832;;;;;;http://societe-musicale-beaumont.kazeo.com/;Facebook||https://www.facebook.com/societemusicaledebeaumontsursarthe;;;;;Ponctuel;;;;;;;;;;;;;;21/05/2022||22/05/2022||||||Le samedi à partir de 11h et le dimanche à partir de 10h30||;;;;;;;48.22596,0.12832;Sarthe
2E RENCONTRES INTERNATIONALES DE LA GUITARE;Concert;;;Lieu-dit Roussigny;;72320;SAINT-ULPHACE;;;72322;48.1651;0.84445;;;;;;www.roussigny.fr;;;;;;Annuel;;;;;;;;;;;;;;23/09/2022||25/09/2022||00:00||||||;;;;;;;48.1651,0.84445;Sarthe
40 ANS DE RADIO ALPA;Fêtes populaires;;MJC Jacques Prévert;97 Grande Rue;;72000;LE MANS;;;72181;48.00721;0.19548;Transport en commun||Arrêt Éperon ||;02 43 24 37 37;;;auditeurs@radioalpa.com;https://radioalpa.com/;;;;;;;Du 23 avril au 22 mai 2022;;;oui;;;;;;;;;;23/04/2022||22/05/2022||18:00||||||;;;;;;;48.00721,0.19548;Sarthe
[REPORTÉ] ATOEM;Concert;;Maison de la Biennale;Place des Jacobins;Théâtre Paul-Scarron;72000;LE MANS;;;72181;48.0073852;0.1989901;;;;;;;;;;;;;;;;;;;;;;;;;;21/06/2022||21/06/2022||||||||;;oui;;;;;48.0073852,0.1989901;Sarthe
[REPORTÉ] JEREMSTAR;Spectacle;;Palais des Congrès;Rue d'Arcole;;72000;LE MANS;;;72181;48.001282;0.19206069;;02 43 43 59 59;;;;;;;;;;Ponctuel;;;;;;;;;;;;;;11/02/2023||11/02/2023||14:30||||||;;non;;;;Cartes bancaires,Chèques bancaires et postaux,Chèques Vacances;48.001282,0.19206069;Sarthe
[REPORTÉ] ONE NIGHT OF QUEEN;Concert;;ANTARES;2 Avenue Antarès;;72100;LE MANS;;;72181;47.956751;0.226448;Transport en commun||Tramway T1 - Terminus Antarès||0,1;02 43 84 67 00;;;billetterielemans@citylive.fr;https://www.antareslemans.com/fr/one-night-of-queen-le-mans-antares-27-01-2021;Facebook||https://www.facebook.com/salle.antares,Instagram||https://www.instagram.com/antares_le_mans/,Twitter||https://twitter.com/AntaresLeMans;;;;;Ponctuel;;;;;;;;;;;;;;06/01/2023||06/01/2023||20:00||||||;"Tarif indiv. adulte||||||Tarifs (placement assis numéroté) :;> Carré or : 65€;> Catégorie 1 : Public 55€ / CE 51€;> Catégorie 2 : Public 45€ / CE : 41€;;Réservations CE et PMR : 02 43 84 67 00";non;;;;Cartes bancaires,Chèques bancaires et postaux,Espèces;47.956751,0.226448;Sarthe
[REPORTÉ] VERONIC DICAIRE;Spectacle;;Antarès;2, avenue d'Antarès;;72100;LE MANS;;;72181;47.956073;0.22558715;Transport en commun||Tramway T1 - Terminus Antarès/MMArena||0,1;02 43 84 67 00;;;billetterielemans@citylive.fr;https://www.antareslemans.com/fr/veronic-dicaire-le-mans-antares-09-12-2022;Facebook||https://www.facebook.com/salle.antares,Instagram||https://www.instagram.com/antares_le_mans/,Twitter||https://twitter.com/AntaresLeMans;;;;;Ponctuel;;;;;;;;;;;;;;09/12/2022||09/12/2022||20:00||23:00||Ouverture des portes à 18h30||;"Tarif indiv. adulte||||||Tarifs (assis numéroté) :;> Carré Or : 68€;> Cat1 : Public 58€ / CE 55€;> Cat2 : 49€;;Réservations CE et PMR : 02 43 84 67 00";non;;oui;||https://www.antareslemans.com/fr/veronic-dicaire-le-mans-antares-09-12-2022||||02 43 84 67 00||billetterielemans@citylive.fr;Cartes bancaires,Chèques bancaires et postaux,Espèces;47.956073,0.22558715;Sarthe
ALMIR NARAYAMOGA SURUI - CHEF DU PEUPLE PAITER SURUI D’AMAZONIE;Concert;;CPFI;11 Rue des Frères Gréban;;72000;LE MANS;;;72181;48.00551;0.18919;Transport en commun||Arrêt Lafayette||0,2;02 43 43 81 05;;;cpfi.lemans@orange.fr;;;;;;;;;;;;;;;;;;;;;17/05/2022||17/05/2022||20:00||||||;;oui;;;;;48.00551,0.18919;Sarthe
ASNIÈRES-SUR-POMMES;Visites et sorties à thèmes;;Verger conservatoire;route  de l'onglebrun;;72430;ASNIERES-SUR-VEGRE;;;72010;47.8886808;-0.2359837;;02 43 92 40 47;;;asnieres.patrimoine@orange.fr;;;;;;;Annuel;;;;;;;non;oui;non;;;;;02/10/2022||02/10/2022||09:30||12:30||||;;oui;;;;;47.8886808,-0.2359837;Sarthe
ATELIER TECHNIQUE : LES BASES DU MIX EN AUTOPRODUCTION;Stages-Atelier-Jeux;;Le Silo;27 Rue François Monnier;;72100;LE MANS;;;72181;47.95303;0.18665;;;;;;https://superforma.fr/agenda/atelier-technique-les-bases-du-mix-en-autoproduction;Facebook||https://www.facebook.com/hellosuperforma;;;;;Ponctuel;;;;;;;;;;;;;;14/05/2022||14/05/2022||10:00||18:00||||;Tarif indiv. adulte||25,00||40,00||;non;;;;Cartes bancaires,Chèques bancaires et postaux,Chèques Vacances,Espèces;47.95303,0.18665;Sarthe
ATELIER TORCHIS;Stages-Atelier-Jeux;Abbaye de Tuffé;;;;72160;TUFFE VAL DE LA CHERONNE;;;72363;48.1127359;0.5189747;;02 43 60 72 77;;;;;;;;;;;;;;;;;;;;;;;;17/08/2022||17/08/2022||14:30||||||;;oui;Pays du Perche Sarthois||02 43 60 72 77||perche-sarthois@orange.fr;;;;48.1127359,0.5189747;Sarthe
BALADES NAUTIQUES;Manifestation sportive;Base de Loisirs;;;;72400;LA FERTE-BERNARD;;;72132;48.1803173;0.64897179;;06 27 02 23 82;;;;;;;;;;;;;;;;;;;;;;;;28/07/2022||28/07/2022||17:00||||||;;;;;;;48.1803173,0.64897179;Sarthe
BOURSE AUX JOUETS;Fêtes populaires;Salles P.Richard;;;;72450;MONTFORT-LE-GESNOIS;;;72241;48.052906;0.41879328;;;07 67 27 25 34;;;;;;;;;;;;;;;;;;;;;;;27/11/2022||27/11/2022||||||||;;;;;;;48.052906,0.41879328;Sarthe
BRIC À BRAC;Brocantes & vide-greniers;Espace du Pont-Romain;;;;72450;MONTFORT-LE-GESNOIS;;;72241;48.0482299;0.419952;;;07.67.27.25.34;;;;;;;;;;;;;;;;;;;;;;;29/05/2022||29/05/2022||||||||;;;;;;;48.0482299,0.419952;Sarthe
BROCANTE VIDE GRENIERS;Brocantes & vide-greniers;Place du Village;;;;72320;MELLERAY;;;72193;48.09176;0.796623;;02 43 93 64 10;;;;;;;;;;;;;;;;;;;;;;;;30/10/2022||30/10/2022||||||||;;;;;;;48.09176,0.796623;Sarthe
CINÉMA DE PLEIN AIR;Cinéma;Promenade de la Pléiade;;;;72160;THORIGNE-SUR-DUE;;;72358;48.03757;0.53408;;02 43 60 72 77;;;perche-sarthois@orange.fr;www.perche-sarthois.fr;;;;;;;;;;;;;;;;;;;;22/07/2022||22/07/2022||21:30||||||;;oui;Pays du Perche Sarthois||02 43 60 72 77||perche-sarthois@orange.fr;;;;48.03757,0.53408;Sarthe
CINÉMA PLEIN AIR;Cinéma;place de l'église;;;;72400;VILLAINES-LA-GONAIS;;;72375;48.134844;0.600468;;02 43 60 72 77;;;perche-sarthois@orange.fr;www.perche-sarthois.fr;;;;;;;;;;;;;;;;;;;;19/08/2022||19/08/2022||21:00||||||;;oui;Pays du Perche Sarthois||02 43 60 72 77||perche-sarthois@orange.fr;;;;48.134844,0.600468;Sarthe
CLAIR COMME DU CRISTAL, MINÉRALOGIE DU MASSIF ARMORICAIN;Exposition;;Musée Vert;204 Avenue Jean-jaurès;;72100;LE MANS;;;72181;47.98687;0.20842;;02 43 47 39 94;;;musee.vert@lemans.fr;;Facebook||https://www.facebook.com/museesdumans,Instagram||https://www.instagram.com/museesdumans/ ,Twitter||https://twitter.com/musees_lemans?lang=fr;;;;;Quotidien;Fermeture le samedi et le dimanche matin;;1 h;oui;oui;non;oui;oui;non;1h30;oui;Français;;15/10/2020||29/05/2022||10:00||12:30||Sauf samedi et dimanche||,15/10/2020||29/05/2022||14:00||18:00||Sauf samedi||;;oui;;;;Cartes bancaires,Espèces;47.98687,0.20842;Sarthe
COMICE AGRICOLE;Fêtes populaires;;;;;72460;SAVIGNE-L'EVEQUE;;;72329;48.07743;0.30164;;;;;;;;;;;;;;;;;;;;;;;;;;03/09/2022||04/09/2022||||||||;;;;;;;48.07743,0.30164;Sarthe
CONCOURS DE PÉTANQUE;Manifestation sportive;;;;;72400;BOESSE-LE-SEC;;;72038;48.13519;0.56331;;;;;;;;;;;;;;;;;;;;;;;;;;25/06/2022||25/06/2022||||||||;;;;;;;48.13519,0.56331;Sarthe
CONFÉRENCE : L’ARCHITECTURE RURALE DU PERCHE SARTHOIS;Conférence;Grange du Logis;;;;72320;SAINT-MAIXENT;;;72296;48.090293;0.648798;;02 43 60 72 77;;;perche-sarthois@orange.fr;;;;;;;;;;;;;;;;;;;;;10/06/2022||10/06/2022||20:30||||||;;;Pays du Perche Sarthois||02 43 60 72 77||perche-sarthois@orange.fr;;;;48.090293,0.648798;Sarthe
CONFÉRENCE :  ARCHÉOLOGIE ET RESTAURATION DU MANOIR DE LA GRANDE COURBE »;Conférence;;;6 Rue du Temple;;72430;ASNIERES-SUR-VEGRE;;;72010;47.88864;-0.23576;;02 43 95 17 12;;;contact@lemanoirdelacour.fr;https://www.lemanoirdelacour.fr/;Facebook||https://www.facebook.com/manoirdelacour,Instagram||https://www.instagram.com/manoir_de_la_cour/?hl=fr;;;;;Ponctuel;;;;;;;;;;;;Français;;07/05/2022||07/05/2022||17:00||||||;Tarif indiv. adulte||4,00||||;;;;;Cartes bancaires,Chèques bancaires et postaux,Chèques Vacances,Espèces;47.88864,-0.23576;Sarthe
COURS DE CUISINE : ATELIER PAVLOVA;Stages-Atelier-Jeux;;;24 Rue Principale;;72350;VIRE-EN-CHAMPAGNE;;;72379;47.9843953;-0.2880812;;;670542298;;fourmontlouise@gmail.com;;;;;;;;A noter que pour une raison écologique « c’est meilleur pour notre planète », prévoyez 2 à 3 boites hermétiques  pour emporter vos productions ainsi que votre tablier  lors de votre cours de cuisine!;;;;;;;;;;;;;17/05/2022||17/05/2022||09:15||12:15||||;Tarif indiv. adulte||35,00||35,00||;non;;;;;47.9843953,-0.2880812;Sarthe
COURSES CYCLISTES;Manifestation sportive;Base de loisirs;;;;72440;SAINT-MICHEL-DE-CHAVAIGNES;;;72303;48.0184919;0.56918799;;;06 87 34 61 41;;;;;;;;;;;;;;;;;;;;;;;30/07/2022||31/07/2022||14:00||||||;;;;;;;48.0184919,0.56918799;Sarthe
DIAPORAMA- PRAGUE - SAMARCANDE, LE GRAND ÉCART;Cinéma;;Cinéma des Récollets;Rue du Théâtre;;72500;MONTVAL-SUR-LOIR;;;72071;47.69688;0.41558;;02 43 79 47 97;;;lacastelorienne@montvalsurloir.fr;http://www.ville-chateauduloir.fr/;Facebook||https://www.facebook.com/chateauduloirmaville/;;;;;Ponctuel;;;;;;;;;;;;;;10/05/2022||10/05/2022||20:30||21:20||20:00||;Tarif indiv. adulte||5,00||||,Tarif indiv. enfant||0,00||||;;;;;Chèques bancaires et postaux,Espèces;47.69688,0.41558;Sarthe
DIMANCHE DE CARACTÈRE : VISITE SUR LE THÈME DES BÂTISSEURS DE MONTMIRAIL;Visites et sorties à thèmes;Place du Château;;;;72320;MONTMIRAIL;;;72208;48.1032228;0.79003915;;02 43 60 72 77;;;perche-sarthois@orange.fr;;;;;;;;;;;;;;;;;;;;;24/07/2022||24/07/2022||14:00||||||;;;Pays du Perche Sarthois||02 43 60 72 77||;;;;48.1032228,0.79003915;Sarthe
DÉFILÉ HALLOWEEN;Visites et sorties à thèmes;Rues du village;;;;72320;GREEZ-SUR-ROC;;;72144;48.13784;0.79544;;07 67 59 16 52;;;;;;;;;;;;;;;;;;;;;;;;31/10/2022||31/10/2022||14:30||17:00||||;;;;;;;48.13784,0.79544;Sarthe
D’BREIL;Randonnée;Stade du Landon;;;;72370;LE BREIL-SUR-MERIZE;;;72046;48.0019687;0.47685738;;;;;;;;;;;;;;;;;;;;;;;;;;28/08/2022||28/08/2022||07:30||||||;;;;;;;48.0019687,0.47685738;Sarthe
ED BANGER PARTY : CARTE BLANCHE À BUSY P;Concert;;L'Oasis;1 Avenue du Parc des Expositions;;72100;LE MANS;;;72181;47.95973;0.20599;;;;;hello@superforma.fr;https://superforma.fr/agenda/ed-banger-party-carte-blanche-busy-p-louise-chen-myd-busy-p-breakbot-irfane;Facebook||https://www.facebook.com/events/211305957810982/;;;;;Ponctuel;;;;;;;;;;;;;;30/04/2022||01/05/2022||23:00||05:30||||;Tarif indiv. adulte||0,00||24,00||;non;;;;Cartes bancaires,Chèques bancaires et postaux,Chèques Vacances,Espèces;47.95973,0.20599;Sarthe
EN MAI FAIT CE QU'IL TE PLAIT - LE GENRE EN QUESTIONS;Cirque;;divers lieux;;;72000;LE MANS;;;72181;48.00832;0.19744;;02 43 47 45 54;;;;https://www.lemansfaitsoncirque.fr/;Facebook||https://www.facebook.com/lemansfaitsoncirque,Instagram||https://www.instagram.com/lemansfaitsoncirque/;;;;;;;;;;;;;;;;;;;03/05/2022||25/05/2022||18:30||||||;;;;;;Cartes bancaires,Chèques bancaires et postaux,Espèces;48.00832,0.19744;Sarthe
ESCALE - BIJOUX ET COIFFE DU MOYEN ÂGE;Stages-Atelier-Jeux;;Abbaye Royale de l'Epau;Route de Changé;;72530;YVRE L'EVEQUE;;;72181;47.9839581;0.2506153;Transport en commun||||,Route (nationale/départ.)||||,Autoroute||||,Gare SNCF||||;02 43 84 22 29;;;epau.accueil@sarthe.fr;http://epau.sarthe.fr/nos-offres-pour-la-famille;Facebook||https://fr-fr.facebook.com/AbbayeRoyaledelEpau/,Instagram||https://www.instagram.com/abbayeroyaledelepau_/?hl=fr;;;;;;;;;;;;;;;;;;;27/07/2022||27/07/2022||15:00||17:00||||,10/08/2022||10/08/2022||15:00||17:00||||;Tarif indiv. enfant||3,00||||10-17 ans,Tarif indiv. enfant||2,00||||-10 ans;non;;;;Cartes bancaires,Chèques bancaires et postaux,Chèques Vacances,Espèces;47.9839581,0.2506153;Sarthe
EXPOSITION;Exposition;salle des fêtes;;;;72440;COUDRECIEUX;;;72094;47.9915564;0.63089485;;02 43 35 97 05;;;cb.bezarts@gmail.com;;;;;;;;;;;;;;;;;;;;;03/12/2022||04/12/2022||11:00||18:00||||;;;;;;;47.9915564,0.63089485;Sarthe
EXPOSITION PHOTO  REGARDS INSOLITES »;Exposition;Médiathèque Jean d’Ormesson;;;;72400;LA FERTE-BERNARD;;;72132;48.1840171;0.65149594;;02 43 93 24 44;;;;;;;;;;;;;;;;;;;;;;;;08/07/2022||31/08/2022||||||||;;;;;;;48.1840171,0.65149594;Sarthe
FAITES DU VÉLO !;Manifestation sportive;;;;;72400;LA FERTE-BERNARD;;;72132;48.1838599;0.65164883;;02 43 60 72 72;;;;;;;;;;;;;;;;;;;;;;;;14/05/2022||14/05/2022||14:00||17:00||||;;oui;;;;;48.1838599,0.65164883;Sarthe
FESTIVAL DE L'EPAU;Festival;;Abbaye Royale de l'Epau;Route de Changé;;72530;YVRE L'EVEQUE;;;72181;47.9839581;0.2506153;;02 43 54 72 70;;;epau.accueil@sarthe.fr;http://epau.sarthe.fr/festival-de-lepau-2020-programmation;Facebook||https://fr-fr.facebook.com/AbbayeRoyaledelEpau/,Instagram||https://www.instagram.com/abbayeroyaledelepau_/?hl=fr;;;;;;;;;;;;;;;;;;;16/05/2022||24/05/2022||20:30||||||;;non;;;;Cartes bancaires,Chèques bancaires et postaux,Espèces;47.9839581,0.2506153;Sarthe
FETE DE L'ANE ET DU CHEVAL PERCHERON;Fêtes populaires;;Arche de la Nature;Plaine de la Futaie;;72000;LE MANS;;;72181;47.9966861;0.26596646;;02 43 47 40 00;;;archedelanature@lemans.fr;http://www.arche-nature.fr;Facebook||https://www.facebook.com/archedelanature;;;;;;Plaine de la Futaie, de 14 h à 18h;;;oui;non;non;non;oui;non;;non;Français;;16/10/2022||16/10/2022||14:00||18:00||||;;oui;;;;;47.9966861,0.26596646;Sarthe
FETE DU PLAN D'EAU;Concert;Base de loisirs de Brûlon;;Rue de Buet;;72350;BRULON;;;72050;47.967842;-0.230512;;;06 77 89 49 18;;basedepleinair@gmail.com;;;;;;;Ponctuel;;;;;;;;;;;;;;09/07/2022||09/07/2022||11:00||01:00||||;;oui;;;;Cartes bancaires,Chèques bancaires et postaux,Espèces;47.967842,-0.230512;Sarthe
FÊTE DE L'ÉTÉ;Fêtes populaires;Ecole élémentaire Claude Chappe;;;;72470;SAINT-MARS-LA-BRIERE;;;72300;48.0290466;0.3702594;;;06 31 05 92 16;;latribubrieroise@gmail.com;;;;;;;;;;;;;;;;;;;;;18/06/2022||18/06/2022||||||||;;oui;;;;;48.0290466,0.3702594;Sarthe
FÊTE DE LA MUSIQUE;Manifestation Nationale;Stade du Landon;;;;72370;LE BREIL-SUR-MERIZE;;;72046;48.009836;0.478574;;02 43 89 83 13;;;;;;;;;;;;;;;;;;;;;;;;25/06/2022||25/06/2022||19:00||||||;;;;;;;48.009836,0.478574;Sarthe
FÊTE DES PAPAS;Stages-Atelier-Jeux;Salle Adrien MARTIN;;;;72320;GREEZ-SUR-ROC;;;72144;48.13784;0.79544;;07 67 59 16 52;;;;;;;;;;;;;;;;;;;;;;;;18/06/2022||18/06/2022||14:30||17:00||||;;;;;;;48.13784,0.79544;Sarthe
FÊTE NATIONALE;Feux d'artifice;Cour du Logis;;;;72320;SAINT-MAIXENT;;;72296;48.089987;0.651629;;06 16 35 31 10;;;;;;;;;;;;;;;;;;;;;;;;13/07/2022||13/07/2022||||||||;;;;;;;48.089987,0.651629;Sarthe
GAROU;Concert;;Palais des Congrès;rue d'Arcole;;72000;LE MANS;;;72181;48.0007657;0.19202859;;02 43 43 59 59;;;;;;;;;;Ponctuel;;;;;;;;;;;;;;16/09/2022||16/09/2022||20:00||||||;;non;;;;Cartes bancaires,Chèques bancaires et postaux,Chèques Vacances;48.0007657,0.19202859;Sarthe
INITIATION À LA GÉNÉALOGIE;Stages-Atelier-Jeux;Salle des fêtes;;;;72320;BERFAY;;;72032;47.9932661;0.76445358;;02 43 60 76 89;;;;;;;;;;;;;;;;;;;;;;;;18/06/2022||18/06/2022||14:30||||||;Tarif indiv. adulte||10,00||||;;;;;Chèques bancaires et postaux,Espèces;47.9932661,0.76445358;Sarthe
JEU DE DAMES;Spectacle;;Cabaret Café-Théâtre Le Pâtis;38-40 Rue d'Eichthal;;72000;LE MANS;;;72181;47.9999606;0.1848751;;02 43 87 75 72;;;cabaretlepatis@orange.fr;www.cabaretlepatis.com;;;;;;;;;;;;;;;;;;Français;;12/05/2022||12/05/2022||20:30||||||,13/05/2022||13/05/2022||20:30||||||,15/05/2022||15/05/2022||20:30||||||,19/05/2022||19/05/2022||20:30||||||;;non;;;;Cartes bancaires,Chèques bancaires et postaux,Chèques Vacances,Espèces,Virement;47.9999606,0.1848751;Sarthe
JOURNÉE POTERIE À PRÉVELLES;Stages-Atelier-Jeux;Prévelles;;;;72110;PREVELLES;;;72246;48.15212;0.48374;;02 43 71 21 21;;;;www.tourisme-lafertebernard.fr;;;;;;;;;;;;;;;;;;;;30/07/2022||30/07/2022||10:00||17:30||||;;;;;;;48.15212,0.48374;Sarthe
JOURNÉES DU PATRIMOINE - ÉGLISE;Manifestation Nationale;Eglise;;;;72110;TORCE-EN-VALLEE;;;72359;48.1344;0.39787;;;;;;;;;;;;;;;;;;;;;;;;;;17/09/2022||18/09/2022||||||||;;;;;;;48.1344,0.39787;Sarthe
