nom_fete_ou_manifestation;categorie;adresse1;adresse1suite;adresse2;adresse3;code_postal;commune;bureau_distributeur;cedex;code_insee;latitude;longitude;point_acces_distance;n_fixe;n_mobile;n_fax;email;url_web;type_url;url_video;public_concerne_offre;widget_tripadvisor;code_embed;periodicite_manifestation;precision_periodicite;label_tourisme_handicap;duree_visite_individuels;visites_libres_individuels_permanence;visites_guidees_individuels_sur_demande;visites_guidees_individuels_permanence;visites_guidees_groupes_sur_demande;visites_guidees_groupes_permanence;visites_guidees_groupes_permanence_2;duree_visite_groupes;visites_pedagogiques_groupes_permanence;langues;langues_audio;horaires_ouvertures;tarifs_annee_proposes;tarif_gratuit;moyens_reservation_directe;centrale_reservation_en_ligne;moyens_reservation_en_ligne;modes_paiement;localisation;departement
KAZ HAWKINS MEMORIES OF ETTA JAMES;Spectacle;Centre Culturel Athena;Place General de Gaulle;;;72400;LA FERTE_BERNARD;;;72132;48.1827368;0.64963181;;02 43 71 46 46;;;;;;;;;;;;;;;;;;;;;;;;;;non;;;;;48.1827368,0.64963181;Sarthe
_ART EN MILIEU RURAL;Stages_Atelier_Jeux;MFR la Gauteliere;;;;72160;THORIGNE_SUR_DUE;;;72358;48.0393649;0.534272;;;06.84.30.90.35;;;;;;;;;;;;;;;;;;;;;;;;;oui;;;;;48.0393649,0.534272;Sarthe
LA BONN'RANDO;Randonnee;;jardin public face au chateau;;;72110;BONNETABLE;;;72039;48.17718;0.42701905;;;;;;;Facebook||https://www.facebook.com/Apebonnetable/;;;;;Annuel;;;;;;;;;;;;;;;;non;;;;;48.17718,0.42701905;Sarthe
LA FIeVRE DU SAMEDI MATIN;Concert;;La Fonderie;2 Rue de la Fonderie;;72000;LE MANS;;;72181;48.0068349;0.1884253;;;;;;https://www.lafonderie.fr;;;;;;Ponctuel;;;;;;;;;;;;;;;Tarif indiv. adulte||||||5 euros;non;;;;Cheques bancaires et postaux,Especes;48.0068349,0.1884253;Sarthe
LA PRISONNIeRE DU DeSERT;Conference;;Auditorium;2 rue Claude_Blondeau;Musee Jean_Claude_Boulard_Carre Plantagenet;72000;LE MANS;;;72181;48.0069739;0.1978573;;02 43 47 36 55;;;;https://en.wikipedia.org/wiki/The_Searchers;;;;;;;;;;;;;;;;;;;;;Tarif indiv. adulte||||||Gratuit pour les moins de 18 ans;;;;;;48.0069739,0.1978573;Sarthe
LA RONDE DES ALPES MANCELLES;Manifestation sportive;;;;;72130;SAINT_LEONARD_DES_BOIS;;;72294;48.3520639;_0.077065;;;;;;;Facebook||https://www.facebook.com/alpesmancellesatheltisme/;;;;;Annuel;;;;;;;;;;;;;;;Tarif indiv. adulte||6,70||16,00||Course enfants gratuite;non;;oui;||https://www.klikego.com/inscription/la_ronde_des_alpes_mancelles_2022/course_a_pied_running/1508793886813_9||||||;;48.3520639,_0.077065;Sarthe
LE DISCO DES OISEAUX ~ MOSAI & MIKAEL;Spectacle;Salle Theophile Ple;Rue Theophile Ple;;;72300;SABLE_SUR_SARTHE;;;72264;47.83792;_0.33031;;02 43 62 22 22;;;billetterie@lentracte_sable.fr;www.lentracte_sable.fr;;;;;;;;;;;;;;;;;;;;;;;;;;Cartes bancaires,Cheques bancaires et postaux,Cheques Vacances,Especes;47.83792,_0.33031;Sarthe
LE ROMAN DE MONSIEUR DE MOLIERE;Theatre;Halles Denis Bealet;;;;72400;LA FERTE_BERNARD;;;72132;48.1850116;0.65362294;;06 15 68 32 08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;48.1850116,0.65362294;Sarthe
LES 3 JOURS _ FOIRE EXPOSITION;Foire ou salon;Place General de Gaulle;;;;72400;LA FERTE_BERNARD;;;72132;48.1841027;0.64812549;;02 43 60 72 72;;;;;;;;;;;;;;;;;;;;;;;;;;oui;;;;;48.1841027,0.64812549;Sarthe
LES AUTOMNALES DE PEINTURES;Exposition;;Salle Melusine;rue Twistringen;;72110;BONNETABLE;;;72039;48.1854283;0.42745403;;;;;;;;;;;;Annuel;;;;;;;;;;;;;;;;oui;;;;;48.1854283,0.42745403;Sarthe
LES BEAUX DIMANCHES APReS_MIDIS : JIVE ME;Concert;;;Lieu_dit Domaine du Gasseau;;72130;SAINT_LEONARD_DES_BOIS;;;72294;48.3600783;_0.0776124;;02 43 34 34 44;;;legasseau@cchautesarthealpesmancelles.fr;https://www.cchautesarthealpesmancelles.fr/tourisme/gasseau/;Facebook||https://www.facebook.com/Gasseau72/;;;;;Ponctuel;;;;;;;;;;;;;;;;oui;;;;;48.3600783,_0.0776124;Sarthe
LES BEAUX DIMANCHES APReS_MIDIS : LES SALES GOSSES;Concert;;;Lieu_dit Domaine du Gasseau;;72130;SAINT_LEONARD_DES_BOIS;;;72294;48.3600783;_0.0776124;;02 43 34 34 44;;;legasseau@cchautesarthealpesmancelles.fr;https://www.cchautesarthealpesmancelles.fr/tourisme/gasseau/;Facebook||https://www.facebook.com/Gasseau72/;;;;;Ponctuel;;;;;;;;;;;;;;;;oui;;;;;48.3600783,_0.0776124;Sarthe
LES HISTOIRES DE DOMIDO;Contes et lectures;;Mediatheque Louise Michel;60 Avenue Charles de Gaulle;;72700;ALLONNES;;;72003;47.9680551;0.16057567;;02 43 80 52 07;;;;;;;;;;Mensuel;;;;;;;;;;;;Français;;;;oui;;;;;47.9680551,0.16057567;Sarthe
LES RESCAPeS DES FABULETTES;Concert;;MLC Les Saulnieres;257 Avenue Rhin et Danube;;72000;LE MANS;;;72181;48.0198581;0.18234691;;243473862;;;;;;;;;;;;;;;;;;;;;;;;;;oui;;;;;48.0198581,0.18234691;Sarthe
LOUNIS AÏT MENGUELLET;Concert;;Palais des Congres;rue _Arcole;;72000;LE MANS;;;72181;48.0017463;0.192373;Transport en commun||Bus setram : 8 , 11 , 18||;;06 04 42 60 90;;;https://www.helloasso.com/associations/tiwizi/evenements/ lounis_ait_menguellet_2022;;https://youtu.be/5jqZhOT335c;;;;;;;;;;;;;;;;;;;Tarif indiv. adulte||||||Prevente,Tarif indiv. enfant||||||Enfant 6 _ 12 ans,Tarif indiv. adulte||||||SUR PLACE;non;;;;Cartes bancaires,Cheques bancaires et postaux,Especes;48.0017463,0.192373;Sarthe
L’ENCEINTE CACHeE ET SECReTE EN VISITE FLASH 45 MN;Visites et sorties a themes;;Musee JC Boulard _ Carre Plantagenet;2 rue _Arcole;;72000;LE MANS;;;72181;48.0007078;0.1919565;;02 43 47 40 30;;;;;;;;;;;;;;;;oui;;;;;;;;;"Tarif indiv. adulte||2,00||3,00||reduit : enfants de 6 a 12 ans, etudiants ;demandeurs _emploi, personnes handicapees, ;adherents partenaire ;exonere : enfants moins de 6 ans , journalistes et ;guides conferenciers sur justificatif.";;;;;Cartes bancaires,Cheques bancaires et postaux,Especes;48.0007078,0.1919565;Sarthe
M.A.I.S.O.N;Cirque;Les Quinconces et _Espal;_Espal;60 rue de _Esterel;;72000;LE MANS;;;72181;47.995232;0.2327775;;02 43 50 21 50;;;;https://www.quinconces_espal.com/la_saison/maison;;;;;;;;;;;;;;;;;;;;;;non;;;;;47.995232,0.2327775;Sarthe
MANS'ART;Festival;1 place Saint_Michel;Cite Plantagenet;;;72000;LE MANS;;;72181;48.0084221;0.1969022;;02 43 47 40 30;;;maryse.bobineau@lemans.fr;http://www.lesjourneesmansart.com;Facebook||https://www.facebook.com/associationmansart/;;;;;Annuel;;;;oui;non;oui;oui;oui;oui;90 mn;;Français;;;;oui;;;;;48.0084221,0.1969022;Sarthe
MARATON PHOTO OI72 2022;Visites et sorties a themes;;;4 Avenue Greco;;72100;LE MANS;;;72181;47.97476;0.21331;Transport en commun||Station de tram arret Centre Sud||;;06 82 67 46 67;;objectif.image.72@gmail.com;http://oi72.fr/;Instagram||https://www.instagram.com/oi_sarthe/,Facebook||https://www.facebook.com/objectif.image.sarthe/;;;;;Annuel;;;;non;non;non;non;non;non;;non;;;;Tarif indiv. adulte||3,00||5,00||Possibilite de payer en especes,Tarif indiv. enfant||0,00||0,00||< ou = a 16 ans;non;;;;;47.97476,0.21331;Sarthe
MARCHe ARTISANAL;Marche;Cour du Logis;;;;72320;SAINT_MAIXENT;;;72296;48.089987;0.651629;;02 43 93 73 87;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;48.089987,0.651629;Sarthe
MARCHe _HIER ET _AUJOUR_HUI;Marche;Stade du Landon;;;;72370;LE BREIL_SUR_MERIZE;;;72046;48.0087282;0.47549881;;02 43 76 91 51;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;48.0087282,0.47549881;Sarthe
MARCHe DE LA CITe DES PINS _ LE MANS;Marche;;;Cite des Pins, Avenue Felix Geneslay;;72100;LE MANS;;;72181;47.9700844;0.2043482;;;;;;;;;;;;Hebdomadaire;;;;;;;;;;;;;;;;oui;;;;;47.9700844,0.2043482;Sarthe
MARCHe DE NOËL;Manifestation Nationale;Gymnase;;;;72390;DOLLON;;;72118;48.0387437;0.5917076;;;06 09 70 89 41;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;48.0387437,0.5917076;Sarthe
MARCHe DE NOËL;Animations de Noël;;salle polyvalente;;;72110;BEAUFAY;;;72026;48.1457929;0.3612598;;;;;;;;;;;;Annuel;;;;;;;;;;;;;;;;;;;;;48.1457929,0.3612598;Sarthe
MARCHe DE PRODUCTEURS;Marche;;;;;72450;LOMBRON;;;72165;48.080236;0.416376;;;06 09 33 53 13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;48.080236,0.416376;Sarthe
MARCHe DES ARDRIERS _ LE MANS;Marche;;;Rue du Happeau;;72000;LE MANS;;;72181;48.0075911;0.17332529;;;;;;;;;;;;Hebdomadaire;;;;;;;;;;;;;;;;oui;;;;;48.0075911,0.17332529;Sarthe
MARCHe DU PaTIS SAINT_LAZARE _ LE MANS;Marche;;;Place du Patis Saint_Lazare;;72000;LE MANS;;;72181;48.0000404;0.18205926;;;;;;;;;;;;Hebdomadaire;;;;;;;;;;;;;;;;oui;;;;;48.0000404,0.18205926;Sarthe
MOTS POUR MÔMES;Contes et lectures;;Mediatheque Sud;Boulevard Jean_Sebastien Bach;;72100;LE MANS;;;72181;47.97055;0.20925;;;;;;;;;;;;;;;;;;;;;;;;;;;;oui;;;;;47.97055,0.20925;Sarthe
MOTS POUR MÔMES;Contes et lectures;;Maison de quartier Pierre_Guedou;13 Impasse Floreal;;72100;LE MANS;;;72181;47.98836;0.19561;;;;;;;;;;;;;;;;;;;;;;;;;;;;oui;;;;;47.98836,0.19561;Sarthe
MOTS POUR MÔMES;Contes et lectures;;Mediatheque Louis_Aragon;54 Rue du Port;;72000;LE MANS;;;72181;48.00272;0.19322;;;;;;;;;;;;;;;;;;;;;;;;;;;;oui;;;;;48.00272,0.19322;Sarthe
NUIT DES ETOILES;Visites et sorties a themes;;Grande Plaine du Verger;Le Verger, Arche de la Nature;;72000;LE MANS;;;72181;47.9895037;0.24739935;;02 43 47 40 00;;;archedelanature@lemans.fr;http://www.arche_nature.fr/;Facebook||https://www.facebook.com/archedelanature;;;;;Ponctuel;Grande plaine du Verger, a partir de 21h;;;oui;non;non;non;oui;non;;non;Français;;;;oui;;;;;47.9895037,0.24739935;Sarthe
NUIT EUROPeENNE DES MUSeES AU MUSeE DE TESSe;Visites et sorties a themes;;Musee de Tesse;2 Avenue de Paderborn;;72000;LE MANS;;;72181;48.01082;0.20417;;;02 43 47 38 51;;musees@lemans.fr;www.lemans.fr/musees;Facebook||https://www.facebook.com/museesdumans,Instagram||https://www.instagram.com/museesdumans/,Instagram||https://twitter.com/musees_lemans?lang=fr;;;;;Ponctuel;;;;;;;;;;;;Français;;;;oui;;;;;48.01082,0.20417;Sarthe
OLDELAF EN CONCERT;Concert;;Salle Saugonna;2, rue de la Gare;;72600;MAMERS;;;72180;48.3470677;0.36413262;;02 43 97 60 63;;;contact@tourisme_maine_saosnois.com;;;;;;;;;;;;;;;;;;;;;;Tarif indiv. adulte||24,00||24,00||Place assise,Tarif indiv. reduit||12,00||12,00||Pour les scolaires, etudiants, et carte de reduction Saison Culturelle,Tarif indiv. enfant||0,00||0,00||Gratuit pour les moins de 12 ans,Tarif indiv. adulte||9,60||19,20||Place debout;;Office de Tourisme Maine Saosnois||02 43 97 60 63||;;;;48.3470677,0.36413262;Sarthe
QUeTE _ LES JARDINS DE _ABBAYE;Stages_Atelier_Jeux;;Abbaye Royale de _Epau;Route de Change;;72530;YVRE _EVEQUE;;;72181;47.9839581;0.2506153;Transport en commun||||,Route (nationale/depart.)||||,Autoroute||||,Gare SNCF||||;02 43 84 22 29;;;eapu.accueil@sarthe.fr;http://epau.sarthe.fr/nos_offres_pour_la_famille;;;;;;;;;;;;;;;;;;;;;Tarif indiv. adulte||5,50||||,Tarif indiv. enfant||3,00||||10_17 ans,Tarif indiv. enfant||2,00||||_ 10 ans;non;;;;Cartes bancaires,Cheques bancaires et postaux,Cheques Vacances,Especes;47.9839581,0.2506153;Sarthe
R'HUNAUDIeRES;Exposition;;Salle polyvalente;Allee des sports;;72230;RUAUDIN;;;72260;47.94377;0.26369999;;02 43 75 75 75;;;;;Facebook||https://www.facebook.com/Les_RHunaudi%C3%A8res_918096274899495/;;;;;;;;;;;;;;;;;;;;;oui;;;;;47.94377,0.26369999;Sarthe
RANDO'DEJ;Randonnee;Place de _eglise a Evaille;;;;72120;VAL _ETANGSON;;;72128;47.8955946;0.65621355;;02 43 35 82 95;;;;;;;;;;;;;;;;;;;;;;;;;Tarif indiv. adulte||18,00||||;non;;;;Cheques bancaires et postaux,Especes;47.8955946,0.65621355;Sarthe
RANDONNeE ET SOIReE ENTRECÔTES;Randonnee;;;;;72390;LE LUART;;;72172;48.06978;0.58709;;06 30 12 68 25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;48.06978,0.58709;Sarthe
RAPIDE _ECHECS DE LA FERTe_BERNARD;Manifestation sportive;Halles Denis Bealet;;;;72400;LA FERTE_BERNARD;;;72132;48.1836446;0.64839243;;06 21 14 08 82;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;48.1836446,0.64839243;Sarthe
RENDEZ_VOUS a LA FERME;Visites et sorties a themes;RDV place de _eglise a 14h15;;;;72120;ECORPAIN;;;72125;47.9372283;0.66252913;;02 43 35 82 95;;;;;;;;;;;;;;;;;;;;;;;;;Tarif indiv. adulte||10,00||||;;;;;Cheques bancaires et postaux,Especes;47.9372283,0.66252913;Sarthe
RENDEZ_VOUS a LA FERME;Visites et sorties a themes;;;Lieu_dit Beaulieu;;72320;VIBRAYE;;;72373;48.0265;0.75607;;02 43 35 82 95;;;;;;;;;;;;;;;;;;;;;;;;;Tarif indiv. adulte||5,00||||;;;;;Cheques bancaires et postaux,Especes;48.0265,0.75607;Sarthe
ROLAND MAGDANE;Spectacle;;Palais des Congres et de la Culture;Rue _Arcole;;72000;LE MANS;;;72181;48.0007657;0.19202859;;02 43 43 59 59;;;;;;;;;;Ponctuel;;;;;;;;;;;;;;;Tarif indiv. adulte||||||Cat.1: 43€ / CE 40€/ Cat.2: 39€;non;;oui;||https://www.lemans_evenements.fr/||||||;Cartes bancaires,Cheques bancaires et postaux,Cheques Vacances;48.0007657,0.19202859;Sarthe
SALON DES ASSOCIATIONS SPORTIVES;Manifestation sportive;Gymnase Olympe;;;;72400;LA FERTE_BERNARD;;;72132;48.1828727;0.64812978;;02 43 71 31 92;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;48.1828727,0.64812978;Sarthe
SOIReE JEUX DE SOCIeTe;Stages_Atelier_Jeux;Centre Maurice Loiseau;;;;72400;LA FERTE_BERNARD;;;72132;48.1836267;0.64834952;;06 77 76 92 84;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;48.1836267,0.64834952;Sarthe
SPECTACLE CONTe AU MUSeE DE TESSe: RENDEZ_VOUS CONTES EN TERRES LOINTAINES;Spectacle;;;2 Avenue de Paderborn;Musee de Tesse;72000;LE MANS;;;72181;48.01082;0.20417;;02 43 47 38 51;;;musees@lemans.fr;www.lemans.fr/musees;Facebook||https://www.facebook.com/museesdumans,Instagram||https://www.instagram.com/museesdumans/,Twitter||https://twitter.com/musees_lemans?lang=fr;;;;;Ponctuel;;;;;;;;;;;;Français;;;Tarif indiv. adulte||6,00||6,00||Gratuit : moins de 18 ans, etudiants, demandeurs d’emploi;non;;;;;48.01082,0.20417;Sarthe
SPECTACLE DE DANSES CLASSIQUE ET CONTEMPORAINE;Danse (spectacle);Salle Athena, avenue General de Gaulle;;;;72400;LA FERTE_BERNARD;;;72132;48.1830187;0.64965843;;02 43 93 67 92;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;48.1830187,0.64965843;Sarthe
SPECTACLE JEUNE PUBLIC;Spectacle;Quai des arts;;;;72320;VIBRAYE;;;72373;48.0644343;0.72776176;;02 43 93 60 27;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Cartes bancaires,Cheques bancaires et postaux,Cheques Vacances;48.0644343,0.72776176;Sarthe
THOMAS VDB S'ACCLIMATE;Spectacle;Espace Madeleine Marie;Rue Saint_Denis;;;72300;SABLE_SUR_SARTHE;;;72264;47.83956;_0.34297;;02 43 62 22 22;;;billetterie@lentracte_sable.fr;www.lentracte_sable.fr;;;;;;;;;;;;;;;;;;;;;;;;;;Cartes bancaires,Cheques bancaires et postaux,Cheques Vacances,Especes;47.83956,_0.34297;Sarthe
TOURNOI DE RUGBY a 5;Manifestation sportive;;Stade Delaune;15 Avenue Rene Laënnec;;72000;LE MANS;;;72181;48.0175;0.16201;Route (nationale/depart.)||||;;;;rugbyclubdumans@orange.fr;;Facebook||https://www.facebook.com/events/989570178636571/?ref=newsfeed;;;;;;;;;oui;;;;oui;;;;;;;Tarif indiv. adulte||5,00||||Le tarif de 5€ comprend : _inscription par personne au tournoi + le repas du midi.;;;;;;48.0175,0.16201;Sarthe
TWO MEN SHOW ET SI C'eTAIT VRAI LES APOLLONS;Spectacle;;;Rue Leoplod Gouloumes;;72470;CHAMPAGNE;;;72054;48.02214;0.33166;Autoroute||||;02 43 50 90 93;;;valerie.valienne@ville_champagne.fr;;;;;;;;;;;;;;;;;;;;;;Tarif indiv. adulte||_8,00||10,00||Prevente 8€ / Sur place 10€ /Moins de 15 ans 3€;;;;;Cheques bancaires et postaux,Especes;48.02214,0.33166;Sarthe
TeLeTHON;Manifestation Nationale;ecole;;;;72440;TRESSON;;;72361;47.9024607;0.57448869;;;06 17 48 40 01;;faitesatresson@gmail.com;;;;;;;;;;;;;;;;;;;;;;;;;;;;47.9024607,0.57448869;Sarthe
TeTES RAIDES;Concert;;_Oasis;1 Avenue du Parc des Expositions;;72100;LE MANS;;;72181;47.95973;0.20599;;;;;hello@superforma.fr;https://superforma.fr/agenda/tetes_raides;Facebook||https://www.facebook.com/hellosuperforma;https://youtu.be/KHbTKUz0jkY;;;;Ponctuel;;;;;;;;;;;;;;;Tarif indiv. adulte||25,00||||31;non;;;;Cartes bancaires,Cheques bancaires et postaux,Especes;47.95973,0.20599;Sarthe
VENTE DE SECOND CHOIX;;;;16 Rue Carnot;;72270;MALICORNE_SUR_SARTHE;;;72179;47.81403;_0.08815;Autoroute||||15,Gare SNCF||Sable ||20;243948010;;;boutique@malicorne.com;;Facebook||https://www.facebook.com/bourgjolymalicorne/,Instagram||https://www.instagram.com/bourg_joly_malicorne/;;;;;;;;;;;;;;;;;;;;;;;;;Cartes bancaires,Cheques bancaires et postaux,Especes;47.81403,_0.08815;Sarthe
VIDE GRENIER;Brocantes & vide_greniers;Centre bourg;;;;72440;TRESSON;;;72361;47.903517;0.57223578;;;06 17 48 40 01;;faitesatresson@gmail.com;;;;;;;;;;;;;;;;;;;;;;;;;;;;47.903517,0.57223578;Sarthe
VIDE GRENIER;Brocantes & vide_greniers;;Le bourg;;;72120;CONFLANS_SUR_ANILLE;;;72087;47.9455096;0.7450893;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;47.9455096,0.7450893;Sarthe
VIDE GRENIER;Brocantes & vide_greniers;bourg;;;;72440;SAINT_MICHEL_DE_CHAVAIGNES;;;72303;48.019109;0.56953131;;;06 03 10 02 53;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;48.019109,0.56953131;Sarthe
VISITE COMMENTeE DE L’EXPOSITION  AU PIED DU MUR »;Visites et sorties a themes;;Musee J_C_Boulard – Carre Plantagenet;2 Rue Claude Blondeau;;72000;LE MANS;;;72181;48.00717;0.19862;;02.43.47.46.45;;;carre.plantagenet@lemans.fr;www.lemans.fr/musees;;;;;;Ponctuel;;;;;;;;;;;;;;;;oui;;;;;48.00717,0.19862;Sarthe
VISITE GUIDeE DU THeaTRE DE LA HALLE AU BLe _ LA FLeCHE;Visites et sorties a themes;place du 8 mai 1945;;;;72200;LA FLECHE;;;72154;47.7002685;_0.0726128;;;06 72 83 52 00;;thomas@visithemes.com;https://www.visithemes.com;;;;;;Ponctuel;"VISITES GUIDeES PROGRAMMeES :;• A date et heure programmees a l’avance;• Consultez la programmation sur : www.visithemes.com/agenda;• Reservez au 06 72 83 52 00;;;VISITES GUIDeES PRIVeES SUR DEMANDE :;• S'il n'y a pas de visite programmee _ ou si vous preferez cette formule _ choisissez la date et l’heure qui vous conviennent (sous reserve de disponibilite);• Vous beneficiez _une visite privee avec plus de souplesse sur le contenu et la duree;• Contactez_moi pour fixer une date;";;1h;non;oui;oui;oui;non;oui;1h;oui;Français;;;"Tarif indiv. adulte||6,00||||Visites programmees : Adultes : 6 €;Enfants (7_17 ans) : 4 € ou carte Cezam;Gratuit pour les moins de 7 ans;;Visites sur demande : nous consulter,Tarif indiv. enfant||4,00||||Enfants (7_17 ans) : 4 € ou carte Cezam;Gratuit pour les moins de 7 ans,Tarif indiv. reduit||10,00||||Visite couplee theatre + moulin a glace de la Bruere (adulte),Tarif indiv. reduit||6,00||||Visite couplee theatre + moulin a glace de la Bruere (7_17 ans)";non;Thomas Brochard||06 72 83 52 00||thomas@visithemes.com;;;Cartes bancaires,Cheques bancaires et postaux,Cheques Vacances,Cheques Vacances Connect,Especes;47.7002685,_0.0726128;Sarthe
PULS'ART;Exposition;;Divers lieux;;;72000;LE MANS;;;72181;48.0054598;0.19975797;;;;;;http://pulsart_lemans.com/;Facebook||https://www.facebook.com/pulsartlemans/?fref=ts;;;;;Annuel;Les candidatures pour Puls'Art Le Mans sont a envoyer au : 23 rue Marguerite Perey 72000 Le Mans avant le 30 novembre de chaque annee.;;;oui;non;non;oui;oui;non;2 h;;Français;;;;oui;;;;;48.0054598,0.19975797;Sarthe
10E NUIT DU JAZZ MANOUCHE;Concert;;Salle Georges Brassens;Chemin de la Pecquenardiere;;72530;YVRE__EVEQUE;;;72386;48.0055721;0.2467979;Route (nationale/depart.)||||;02 43 23 66 38;;;;https://lemansjazz.com/2022/03/07/10e_nuit_du_jazz_manouche_29_avril_salle_georges_brassens_yvre_l_eveque_72/;;;;;;;;;;;;;;;;;;;;;Tarif indiv. adulte||17,00||||,Tarif abonne||15,00||||,Tarif indiv. reduit||11,00||||;;;;;;48.0055721,0.2467979;Sarthe
150eME ANNIVERSAIRE DE LA SOCIeTe MUSICALE;Concert;;;;;72170;BEAUMONT_SUR_SARTHE;;;72029;48.22596;0.12832;;;;;;http://societe_musicale_beaumont.kazeo.com/;Facebook||https://www.facebook.com/societemusicaledebeaumontsursarthe;;;;;Ponctuel;;;;;;;;;;;;;;;;;;;;;48.22596,0.12832;Sarthe
2E RENCONTRES INTERNATIONALES DE LA GUITARE;Concert;;;Lieu_dit Roussigny;;72320;SAINT_ULPHACE;;;72322;48.1651;0.84445;;;;;;www.roussigny.fr;;;;;;Annuel;;;;;;;;;;;;;;;;;;;;;48.1651,0.84445;Sarthe
40 ANS DE RADIO ALPA;Fetes populaires;;MJC Jacques Prevert;97 Grande Rue;;72000;LE MANS;;;72181;48.00721;0.19548;Transport en commun||Arret eperon ||;02 43 24 37 37;;;auditeurs@radioalpa.com;https://radioalpa.com/;;;;;;;Du 23 avril au 22 mai 2022;;;oui;;;;;;;;;;;;;;;;;48.00721,0.19548;Sarthe
[REPORTe] ATOEM;Concert;;Maison de la Biennale;Place des Jacobins;Theatre Paul_Scarron;72000;LE MANS;;;72181;48.0073852;0.1989901;;;;;;;;;;;;;;;;;;;;;;;;;;;;oui;;;;;48.0073852,0.1989901;Sarthe
[REPORTe] JEREMSTAR;Spectacle;;Palais des Congres;Rue _Arcole;;72000;LE MANS;;;72181;48.001282;0.19206069;;02 43 43 59 59;;;;;;;;;;Ponctuel;;;;;;;;;;;;;;;;non;;;;Cartes bancaires,Cheques bancaires et postaux,Cheques Vacances;48.001282,0.19206069;Sarthe
[REPORTe] ONE NIGHT OF QUEEN;Concert;;ANTARES;2 Avenue Antares;;72100;LE MANS;;;72181;47.956751;0.226448;Transport en commun||Tramway T1 _ Terminus Antares||0,1;02 43 84 67 00;;;billetterielemans@citylive.fr;https://www.antareslemans.com/fr/one_night_of_queen_le_mans_antares_27_01_2021;Facebook||https://www.facebook.com/salle.antares,Instagram||https://www.instagram.com/antares_le_mans/,Twitter||https://twitter.com/AntaresLeMans;;;;;Ponctuel;;;;;;;;;;;;;;;"Tarif indiv. adulte||||||Tarifs (placement assis numerote) :;> Carre or : 65€;> Categorie 1 : Public 55€ / CE 51€;> Categorie 2 : Public 45€ / CE : 41€;;Reservations CE et PMR : 02 43 84 67 00";non;;;;Cartes bancaires,Cheques bancaires et postaux,Especes;47.956751,0.226448;Sarthe
[REPORTe] VERONIC DICAIRE;Spectacle;;Antares;2, avenue _Antares;;72100;LE MANS;;;72181;47.956073;0.22558715;Transport en commun||Tramway T1 _ Terminus Antares/MMArena||0,1;02 43 84 67 00;;;billetterielemans@citylive.fr;https://www.antareslemans.com/fr/veronic_dicaire_le_mans_antares_09_12_2022;Facebook||https://www.facebook.com/salle.antares,Instagram||https://www.instagram.com/antares_le_mans/,Twitter||https://twitter.com/AntaresLeMans;;;;;Ponctuel;;;;;;;;;;;;;;;"Tarif indiv. adulte||||||Tarifs (assis numerote) :;> Carre Or : 68€;> Cat1 : Public 58€ / CE 55€;> Cat2 : 49€;;Reservations CE et PMR : 02 43 84 67 00";non;;oui;||https://www.antareslemans.com/fr/veronic_dicaire_le_mans_antares_09_12_2022||||02 43 84 67 00||billetterielemans@citylive.fr;Cartes bancaires,Cheques bancaires et postaux,Especes;47.956073,0.22558715;Sarthe
ALMIR NARAYAMOGA SURUI _ CHEF DU PEUPLE PAITER SURUI D’AMAZONIE;Concert;;CPFI;11 Rue des Freres Greban;;72000;LE MANS;;;72181;48.00551;0.18919;Transport en commun||Arret Lafayette||0,2;02 43 43 81 05;;;cpfi.lemans@orange.fr;;;;;;;;;;;;;;;;;;;;;;;oui;;;;;48.00551,0.18919;Sarthe
ASNIeRES_SUR_POMMES;Visites et sorties a themes;;Verger conservatoire;route  de _onglebrun;;72430;ASNIERES_SUR_VEGRE;;;72010;47.8886808;_0.2359837;;02 43 92 40 47;;;asnieres.patrimoine@orange.fr;;;;;;;Annuel;;;;;;;non;oui;non;;;;;;;oui;;;;;47.8886808,_0.2359837;Sarthe
ATELIER TECHNIQUE : LES BASES DU MIX EN AUTOPRODUCTION;Stages_Atelier_Jeux;;Le Silo;27 Rue François Monnier;;72100;LE MANS;;;72181;47.95303;0.18665;;;;;;https://superforma.fr/agenda/atelier_technique_les_bases_du_mix_en_autoproduction;Facebook||https://www.facebook.com/hellosuperforma;;;;;Ponctuel;;;;;;;;;;;;;;;Tarif indiv. adulte||25,00||40,00||;non;;;;Cartes bancaires,Cheques bancaires et postaux,Cheques Vacances,Especes;47.95303,0.18665;Sarthe
